account_id,username,trust_score,trust_label,bot_ratio,posts_per_day
acc01263,user_01263,0,Bot/Malicious,1.0,109
acc01264,user_01264,60,Neutral,0.0,78
acc01265,user_01265,0,Bot/Malicious,1.0,166
acc01266,user_01266,70,Neutral,0.0,40
acc01267,user_01267,60,Neutral,0.0,60
acc01268,user_01268,70,Neutral,0.0,36
acc01269,user_01269,80,Reliable,0.0,7
acc01270,user_01270,60,Neutral,0.0,61
acc01271,user_01271,0,Bot/Malicious,1.0,146
acc01272,user_01272,0,Bot/Malicious,1.0,140
acc01273,user_01273,0,Bot/Malicious,1.0,51
acc01274,user_01274,75,Neutral,0.0,4
acc01275,user_01275,0,Bot/Malicious,1.0,104
acc01276,user_01276,0,Bot/Malicious,1.0,80
acc01277,user_01277,0,Bot/Malicious,1.0,79
acc01278,user_01278,0,Bot/Malicious,1.0,103
acc01279,user_01279,0,Bot/Malicious,1.0,55
acc01280,user_01280,50,Neutral,0.0,57
acc01281,user_01281,80,Reliable,0.0,22
acc01282,user_01282,75,Neutral,0.0,3
acc01283,user_01283,0,Bot/Malicious,1.0,194
acc01284,user_01284,60,Neutral,0.0,66
acc01285,user_01285,75,Neutral,0.0,4
acc01286,user_01286,0,Bot/Malicious,1.0,93
acc01287,user_01287,80,Reliable,0.0,10
acc01288,user_01288,50,Neutral,0.0,52
acc01289,user_01289,80,Reliable,0.0,41
acc01290,user_01290,70,Neutral,0.0,24
acc01291,user_01291,65,Neutral,0.0,2
acc01292,user_01292,50,Neutral,0.0,63
acc01293,user_01293,75,Neutral,0.0,3
acc01294,user_01294,70,Neutral,0.0,9
acc01295,user_01295,80,Reliable,0.0,8
acc01296,user_01296,60,Neutral,0.0,54
acc01297,user_01297,50,Neutral,0.0,61
acc01298,user_01298,0,Bot/Malicious,1.0,61
acc01299,user_01299,80,Reliable,0.0,8
acc01300,user_01300,60,Neutral,0.0,71
acc01301,user_01301,50,Neutral,0.0,56
acc01302,user_01302,0,Bot/Malicious,1.0,172
acc01303,user_01303,70,Neutral,0.0,5
acc01304,user_01304,0,Bot/Malicious,1.0,98
acc01305,user_01305,70,Neutral,0.0,10
acc01306,user_01306,80,Reliable,0.0,7
acc01307,user_01307,0,Bot/Malicious,1.0,154
acc01308,user_01308,0,Bot/Malicious,1.0,199
acc01309,user_01309,70,Neutral,0.0,47
acc01310,user_01310,0,Bot/Malicious,1.0,151
acc01311,user_01311,50,Neutral,0.0,70
acc01312,user_01312,0,Bot/Malicious,1.0,193
acc01313,user_01313,0,Bot/Malicious,1.0,197
acc01314,user_01314,80,Reliable,0.0,28
acc01315,user_01315,70,Neutral,0.0,34
acc01316,user_01316,75,Neutral,0.0,2
acc01317,user_01317,0,Bot/Malicious,1.0,190
acc01318,user_01318,70,Neutral,0.0,23
acc01319,user_01319,80,Reliable,0.0,20
acc01320,user_01320,80,Reliable,0.0,8
acc01321,user_01321,75,Neutral,0.0,2
acc01322,user_01322,70,Neutral,0.0,10
acc01323,user_01323,0,Bot/Malicious,1.0,183
acc01324,user_01324,80,Reliable,0.0,23
acc01325,user_01325,0,Bot/Malicious,1.0,162
acc01326,user_01326,60,Neutral,0.0,79
acc01327,user_01327,85,Reliable,0.0,1
acc01328,user_01328,50,Neutral,0.0,64
acc01329,user_01329,70,Neutral,0.0,22
acc01330,user_01330,75,Neutral,0.0,3
acc01331,user_01331,0,Bot/Malicious,1.0,140
acc01332,user_01332,70,Neutral,0.0,32
acc01333,user_01333,80,Reliable,0.0,24
acc01334,user_01334,0,Bot/Malicious,1.0,193
acc01335,user_01335,0,Bot/Malicious,1.0,120
acc01336,user_01336,80,Reliable,0.0,8
acc01337,user_01337,70,Neutral,0.0,5
acc01338,user_01338,70,Neutral,0.0,9
acc01339,user_01339,0,Bot/Malicious,1.0,79
acc01340,user_01340,0,Bot/Malicious,1.0,187
acc01341,user_01341,80,Reliable,0.0,48
acc01342,user_01342,0,Bot/Malicious,1.0,112
acc01343,user_01343,0,Bot/Malicious,1.0,167
acc01344,user_01344,70,Neutral,0.0,8
acc01345,user_01345,0,Bot/Malicious,1.0,106
acc01346,user_01346,0,Bot/Malicious,1.0,155
acc01347,user_01347,80,Reliable,0.0,20
acc01348,user_01348,0,Bot/Malicious,1.0,73
acc01349,user_01349,0,Bot/Malicious,1.0,69
acc01350,user_01350,0,Bot/Malicious,1.0,140
acc01351,user_01351,75,Neutral,0.0,4
acc01352,user_01352,85,Reliable,0.0,4
acc01353,user_01353,85,Reliable,0.0,4
acc01354,user_01354,70,Neutral,0.0,42
acc01355,user_01355,70,Neutral,0.0,8
acc01356,user_01356,80,Reliable,0.0,22
acc01357,user_01357,70,Neutral,0.0,40
acc01358,user_01358,0,Bot/Malicious,1.0,175
acc01359,user_01359,0,Bot/Malicious,1.0,106
acc01360,user_01360,80,Reliable,0.0,9
acc01361,user_01361,70,Neutral,0.0,22
acc01362,user_01362,50,Neutral,0.0,69
acc01363,user_01363,50,Neutral,0.0,53
acc01364,user_01364,85,Reliable,0.0,1
acc01365,user_01365,70,Neutral,0.0,26
acc01366,user_01366,0,Bot/Malicious,1.0,97
acc01367,user_01367,0,Bot/Malicious,1.0,170
acc01368,user_01368,0,Bot/Malicious,1.0,97
acc01369,user_01369,0,Bot/Malicious,1.0,145
acc01370,user_01370,0,Bot/Malicious,1.0,96
acc01371,user_01371,80,Reliable,0.0,34
acc01372,user_01372,0,Bot/Malicious,1.0,110
acc01373,user_01373,0,Bot/Malicious,1.0,100
acc01374,user_01374,0,Bot/Malicious,1.0,52
acc01375,user_01375,70,Neutral,0.0,9
acc01376,user_01376,0,Bot/Malicious,1.0,126
acc01377,user_01377,70,Neutral,0.0,23
acc01378,user_01378,75,Neutral,0.0,1
acc01379,user_01379,70,Neutral,0.0,26
acc01380,user_01380,0,Bot/Malicious,1.0,142
acc01381,user_01381,0,Bot/Malicious,1.0,138
acc01382,user_01382,0,Bot/Malicious,1.0,100
acc01383,user_01383,50,Neutral,0.0,54
acc01384,user_01384,0,Bot/Malicious,1.0,180
acc01385,user_01385,70,Neutral,0.0,7
acc01386,user_01386,80,Reliable,0.0,29
acc01387,user_01387,0,Bot/Malicious,1.0,157
acc01388,user_01388,0,Bot/Malicious,1.0,68
acc01389,user_01389,70,Neutral,0.0,6
acc01390,user_01390,70,Neutral,0.0,37
acc01391,user_01391,0,Bot/Malicious,1.0,163
acc01392,user_01392,60,Neutral,0.0,53
acc01393,user_01393,85,Reliable,0.0,3
acc01394,user_01394,80,Reliable,0.0,35
acc01395,user_01395,60,Neutral,0.0,64
acc01396,user_01396,70,Neutral,0.0,7
acc01397,user_01397,0,Bot/Malicious,1.0,190
acc01398,user_01398,0,Bot/Malicious,1.0,184
acc01399,user_01399,0,Bot/Malicious,1.0,89
acc01400,user_01400,0,Bot/Malicious,1.0,129
acc01401,user_01401,0,Bot/Malicious,1.0,163
acc01402,user_01402,50,Neutral,0.0,73
acc01403,user_01403,80,Reliable,0.0,42
acc01404,user_01404,0,Bot/Malicious,1.0,169
acc01405,user_01405,0,Bot/Malicious,1.0,190
acc01406,user_01406,50,Neutral,0.0,54
acc01407,user_01407,0,Bot/Malicious,1.0,194
acc01408,user_01408,50,Neutral,0.0,54
acc01409,user_01409,80,Reliable,0.0,34
acc01410,user_01410,0,Bot/Malicious,1.0,143
acc01411,user_01411,0,Bot/Malicious,1.0,52
acc01412,user_01412,70,Neutral,0.0,6
acc01413,user_01413,80,Reliable,0.0,8
acc01414,user_01414,0,Bot/Malicious,1.0,52
acc01415,user_01415,0,Bot/Malicious,1.0,109
acc01416,user_01416,0,Bot/Malicious,1.0,98
acc01417,user_01417,0,Bot/Malicious,1.0,113
acc01418,user_01418,80,Reliable,0.0,44
acc01419,user_01419,0,Bot/Malicious,1.0,70
acc01420,user_01420,60,Neutral,0.0,68
acc01421,user_01421,50,Neutral,0.0,63
acc01422,user_01422,60,Neutral,0.0,54
acc01423,user_01423,75,Neutral,0.0,2
acc01424,user_01424,70,Neutral,0.0,8
acc01425,user_01425,50,Neutral,0.0,59
acc01426,user_01426,75,Neutral,0.0,3
acc01427,user_01427,75,Neutral,0.0,2
acc01428,user_01428,80,Reliable,0.0,48
acc01429,user_01429,65,Neutral,0.0,3
acc01430,user_01430,0,Bot/Malicious,1.0,157
acc01431,user_01431,0,Bot/Malicious,1.0,58
acc01432,user_01432,75,Neutral,0.0,1
acc01433,user_01433,70,Neutral,0.0,50
acc01434,user_01434,0,Bot/Malicious,1.0,147
acc01435,user_01435,70,Neutral,0.0,35
acc01436,user_01436,70,Neutral,0.0,22
acc01437,user_01437,80,Reliable,0.0,9
acc01438,user_01438,0,Bot/Malicious,1.0,129
acc01439,user_01439,50,Neutral,0.0,66
acc01440,user_01440,50,Neutral,0.0,53
acc01441,user_01441,70,Neutral,0.0,39
acc01442,user_01442,85,Reliable,0.0,4
acc01443,user_01443,70,Neutral,0.0,47
acc01444,user_01444,0,Bot/Malicious,1.0,199
acc01445,user_01445,85,Reliable,0.0,1
acc01446,user_01446,80,Reliable,0.0,50
acc01447,user_01447,0,Bot/Malicious,1.0,72
acc01448,user_01448,70,Neutral,0.0,10
acc01449,user_01449,75,Neutral,0.0,1
acc01450,user_01450,60,Neutral,0.0,54
acc01451,user_01451,0,Bot/Malicious,1.0,109
acc01452,user_01452,50,Neutral,0.0,68
acc01453,user_01453,85,Reliable,0.0,1
acc01454,user_01454,70,Neutral,0.0,28
acc01455,user_01455,70,Neutral,0.0,48
acc01456,user_01456,50,Neutral,0.0,51
acc01457,user_01457,70,Neutral,0.0,42
acc01458,user_01458,0,Bot/Malicious,1.0,191
acc01459,user_01459,70,Neutral,0.0,8
acc01460,user_01460,0,Bot/Malicious,1.0,166
acc01461,user_01461,0,Bot/Malicious,1.0,97
acc01462,user_01462,0,Bot/Malicious,1.0,111
acc01463,user_01463,60,Neutral,0.0,54
acc01464,user_01464,50,Neutral,0.0,63
acc01465,user_01465,70,Neutral,0.0,38
acc01466,user_01466,0,Bot/Malicious,1.0,78
acc01467,user_01467,85,Reliable,0.0,1
acc01468,user_01468,75,Neutral,0.0,4
acc01469,user_01469,75,Neutral,0.0,1
acc01470,user_01470,0,Bot/Malicious,1.0,175
acc01471,user_01471,70,Neutral,0.0,36
acc01472,user_01472,50,Neutral,0.0,65
acc01473,user_01473,80,Reliable,0.0,8
acc01474,user_01474,70,Neutral,0.0,23
acc01475,user_01475,0,Bot/Malicious,1.0,144
acc01476,user_01476,70,Neutral,0.0,37
acc01477,user_01477,70,Neutral,0.0,5
acc01478,user_01478,70,Neutral,0.0,26
acc01479,user_01479,70,Neutral,0.0,44
acc01480,user_01480,70,Neutral,0.0,35
acc01481,user_01481,80,Reliable,0.0,9
acc01482,user_01482,80,Reliable,0.0,26
acc01483,user_01483,0,Bot/Malicious,1.0,167
acc01484,user_01484,85,Reliable,0.0,3
acc01485,user_01485,0,Bot/Malicious,1.0,179
acc01486,user_01486,50,Neutral,0.0,58
acc01487,user_01487,0,Bot/Malicious,1.0,190
acc01488,user_01488,80,Reliable,0.0,47
acc01489,user_01489,70,Neutral,0.0,35
acc01490,user_01490,0,Bot/Malicious,1.0,190
acc01491,user_01491,0,Bot/Malicious,1.0,165
acc01492,user_01492,70,Neutral,0.0,22
acc01493,user_01493,80,Reliable,0.0,28
acc01494,user_01494,0,Bot/Malicious,1.0,106
acc01495,user_01495,50,Neutral,0.0,72
acc01496,user_01496,60,Neutral,0.0,56
acc01497,user_01497,75,Neutral,0.0,1
acc01498,user_01498,70,Neutral,0.0,5
acc01499,user_01499,80,Reliable,0.0,5
acc01500,user_01500,70,Neutral,0.0,45
acc01501,user_01501,80,Reliable,0.0,6
acc01502,user_01502,0,Bot/Malicious,1.0,197
acc01503,user_01503,70,Neutral,0.0,39
acc01504,user_01504,70,Neutral,0.0,44
acc01505,user_01505,0,Bot/Malicious,1.0,139
acc01506,user_01506,85,Reliable,0.0,4
acc01507,user_01507,40,Neutral,0.0,79
acc01508,user_01508,70,Neutral,0.0,44
acc01509,user_01509,70,Neutral,0.0,6
acc01510,user_01510,0,Bot/Malicious,1.0,178
acc01511,user_01511,80,Reliable,0.0,7
acc01512,user_01512,50,Neutral,0.0,56
acc01513,user_01513,0,Bot/Malicious,1.0,124
acc01514,user_01514,70,Neutral,0.0,6
acc01515,user_01515,70,Neutral,0.0,23
acc01516,user_01516,70,Neutral,0.0,7
acc01517,user_01517,80,Reliable,0.0,28
acc01518,user_01518,70,Neutral,0.0,32
acc01519,user_01519,70,Neutral,0.0,32
acc01520,user_01520,70,Neutral,0.0,35
acc01521,user_01521,0,Bot/Malicious,1.0,132
acc01522,user_01522,70,Neutral,0.0,7
acc01523,user_01523,70,Neutral,0.0,6
acc01524,user_01524,70,Neutral,0.0,5
acc01525,user_01525,0,Bot/Malicious,1.0,87
acc01526,user_01526,85,Reliable,0.0,4
acc01527,user_01527,50,Neutral,0.0,74
acc01528,user_01528,85,Reliable,0.0,4
acc01529,user_01529,60,Neutral,0.0,5
acc01530,user_01530,70,Neutral,0.0,5
acc01531,user_01531,0,Bot/Malicious,1.0,103
acc01532,user_01532,70,Neutral,0.0,9
acc01533,user_01533,70,Neutral,0.0,50
acc01534,user_01534,60,Neutral,0.0,64
acc01535,user_01535,60,Neutral,0.0,77
acc01536,user_01536,0,Bot/Malicious,1.0,93
acc01537,user_01537,50,Neutral,0.0,59
acc01538,user_01538,40,Neutral,0.0,80
acc01539,user_01539,80,Reliable,0.0,37
acc01540,user_01540,75,Neutral,0.0,1
acc01541,user_01541,70,Neutral,0.0,7
acc01542,user_01542,0,Bot/Malicious,1.0,174
acc01543,user_01543,75,Neutral,0.0,3
acc01544,user_01544,0,Bot/Malicious,1.0,193
acc01545,user_01545,85,Reliable,0.0,4
acc01546,user_01546,0,Bot/Malicious,1.0,175
acc01547,user_01547,80,Reliable,0.0,6
acc01548,user_01548,70,Neutral,0.0,39
acc01549,user_01549,80,Reliable,0.0,5
acc01550,user_01550,80,Reliable,0.0,9
acc01551,user_01551,80,Reliable,0.0,6
acc01552,user_01552,85,Reliable,0.0,2
acc01553,user_01553,60,Neutral,0.0,59
acc01554,user_01554,70,Neutral,0.0,7
acc01555,user_01555,0,Bot/Malicious,1.0,129
acc01556,user_01556,0,Bot/Malicious,1.0,188
acc01557,user_01557,70,Neutral,0.0,10
acc01558,user_01558,75,Neutral,0.0,3
acc01559,user_01559,50,Neutral,0.0,78
acc01560,user_01560,80,Reliable,0.0,10
acc01561,user_01561,70,Neutral,0.0,9
acc01562,user_01562,80,Reliable,0.0,6
acc01563,user_01563,80,Reliable,0.0,6
acc01564,user_01564,0,Bot/Malicious,1.0,127
acc01565,user_01565,60,Neutral,0.0,79
acc01566,user_01566,75,Neutral,0.0,2
acc01567,user_01567,50,Neutral,0.0,59
acc01568,user_01568,70,Neutral,0.0,34
acc01569,user_01569,70,Neutral,0.0,21
acc01570,user_01570,0,Bot/Malicious,1.0,84
acc01571,user_01571,50,Neutral,0.0,61
acc01572,user_01572,0,Bot/Malicious,1.0,175
acc01573,user_01573,75,Neutral,0.0,4
acc01574,user_01574,80,Reliable,0.0,5
acc01575,user_01575,50,Neutral,0.0,62
acc01576,user_01576,85,Reliable,0.0,3
acc01577,user_01577,60,Neutral,0.0,51
acc01578,user_01578,0,Bot/Malicious,1.0,113
acc01579,user_01579,80,Reliable,0.0,10
acc01580,user_01580,0,Bot/Malicious,1.0,150
acc01581,user_01581,50,Neutral,0.0,54
acc01582,user_01582,50,Neutral,0.0,70
acc01583,user_01583,0,Bot/Malicious,1.0,166
acc01584,user_01584,70,Neutral,0.0,9
acc01585,user_01585,70,Neutral,0.0,9
acc01586,user_01586,70,Neutral,0.0,23
acc01587,user_01587,0,Bot/Malicious,1.0,127
acc01588,user_01588,70,Neutral,0.0,7
acc01589,user_01589,80,Reliable,0.0,9
acc01590,user_01590,70,Neutral,0.0,48
acc01591,user_01591,85,Reliable,0.0,3
acc01592,user_01592,50,Neutral,0.0,54
acc01593,user_01593,0,Bot/Malicious,1.0,165
acc01594,user_01594,60,Neutral,0.0,77
acc01595,user_01595,0,Bot/Malicious,1.0,73
acc01596,user_01596,60,Neutral,0.0,78
acc01597,user_01597,70,Neutral,0.0,27
acc01598,user_01598,0,Bot/Malicious,1.0,142
acc01599,user_01599,0,Bot/Malicious,1.0,180
acc01600,user_01600,70,Neutral,0.0,44
acc01601,user_01601,0,Bot/Malicious,1.0,194
acc01602,user_01602,85,Reliable,0.0,3
acc01603,user_01603,70,Neutral,0.0,23
acc01604,user_01604,60,Neutral,0.0,69
acc01605,user_01605,70,Neutral,0.0,31
acc01606,user_01606,75,Neutral,0.0,1
acc01607,user_01607,0,Bot/Malicious,1.0,177
acc01608,user_01608,80,Reliable,0.0,10
acc01609,user_01609,80,Reliable,0.0,10
acc01610,user_01610,0,Bot/Malicious,1.0,163
acc01611,user_01611,85,Reliable,0.0,4
acc01612,user_01612,50,Neutral,0.0,60
acc01613,user_01613,75,Neutral,0.0,3
acc01614,user_01614,85,Reliable,0.0,3
acc01615,user_01615,50,Neutral,0.0,73
acc01616,user_01616,75,Neutral,0.0,1
acc01617,user_01617,70,Neutral,0.0,5
acc01618,user_01618,50,Neutral,0.0,58
acc01619,user_01619,0,Bot/Malicious,1.0,198
acc01620,user_01620,0,Bot/Malicious,1.0,132
acc01621,user_01621,80,Reliable,0.0,7
acc01622,user_01622,0,Bot/Malicious,1.0,170
acc01623,user_01623,0,Bot/Malicious,1.0,134
acc01624,user_01624,75,Neutral,0.0,4
acc01625,user_01625,50,Neutral,0.0,66
acc01626,user_01626,0,Bot/Malicious,1.0,123
acc01627,user_01627,0,Bot/Malicious,1.0,116
acc01628,user_01628,0,Bot/Malicious,1.0,83
acc01629,user_01629,50,Neutral,0.0,66
acc01630,user_01630,70,Neutral,0.0,10
acc01631,user_01631,75,Neutral,0.0,1
acc01632,user_01632,50,Neutral,0.0,70
acc01633,user_01633,70,Neutral,0.0,10
acc01634,user_01634,0,Bot/Malicious,1.0,139
acc01635,user_01635,85,Reliable,0.0,4
acc01636,user_01636,70,Neutral,0.0,5
acc01637,user_01637,0,Bot/Malicious,1.0,51
acc01638,user_01638,0,Bot/Malicious,1.0,151
acc01639,user_01639,75,Neutral,0.0,3
acc01640,user_01640,0,Bot/Malicious,1.0,172
acc01641,user_01641,75,Neutral,0.0,3
acc01642,user_01642,0,Bot/Malicious,1.0,187
acc01643,user_01643,0,Bot/Malicious,1.0,64
acc01644,user_01644,60,Neutral,0.0,66
acc01645,user_01645,70,Neutral,0.0,21
acc01646,user_01646,0,Bot/Malicious,1.0,140
acc01647,user_01647,70,Neutral,0.0,6
acc01648,user_01648,70,Neutral,0.0,10
acc01649,user_01649,80,Reliable,0.0,27
acc01650,user_01650,50,Neutral,0.0,74
acc01651,user_01651,0,Bot/Malicious,1.0,155
acc01652,user_01652,70,Neutral,0.0,6
acc01653,user_01653,70,Neutral,0.0,39
acc01654,user_01654,85,Reliable,0.0,4
acc01655,user_01655,80,Reliable,0.0,21
acc01656,user_01656,70,Neutral,0.0,29
acc01657,user_01657,0,Bot/Malicious,1.0,184
acc01658,user_01658,80,Reliable,0.0,9
acc01659,user_01659,70,Neutral,0.0,22
acc01660,user_01660,60,Neutral,0.0,27
acc01661,user_01661,80,Reliable,0.0,10
acc01662,user_01662,0,Bot/Malicious,1.0,61
acc01663,user_01663,50,Neutral,0.0,67
acc01664,user_01664,0,Bot/Malicious,1.0,103
acc01665,user_01665,0,Bot/Malicious,1.0,120
acc01666,user_01666,0,Bot/Malicious,1.0,80
acc01667,user_01667,0,Bot/Malicious,1.0,79
acc01668,user_01668,70,Neutral,0.0,26
acc01669,user_01669,70,Neutral,0.0,40
acc01670,user_01670,50,Neutral,0.0,71
acc01671,user_01671,75,Neutral,0.0,2
acc01672,user_01672,0,Bot/Malicious,1.0,188
acc01673,user_01673,80,Reliable,0.0,8
acc01674,user_01674,70,Neutral,0.0,7
acc01675,user_01675,0,Bot/Malicious,1.0,95
acc01676,user_01676,60,Neutral,0.0,60
acc01677,user_01677,0,Bot/Malicious,1.0,141
acc01678,user_01678,70,Neutral,0.0,9
acc01679,user_01679,0,Bot/Malicious,1.0,195
acc01680,user_01680,70,Neutral,0.0,49
acc01681,user_01681,60,Neutral,0.0,61
acc01682,user_01682,75,Neutral,0.0,4
acc01683,user_01683,0,Bot/Malicious,1.0,150
acc01684,user_01684,80,Reliable,0.0,41
acc01685,user_01685,0,Bot/Malicious,1.0,57
acc01686,user_01686,0,Bot/Malicious,1.0,172
acc01687,user_01687,0,Bot/Malicious,1.0,197
acc01688,user_01688,0,Bot/Malicious,1.0,77
acc01689,user_01689,70,Neutral,0.0,5
acc01690,user_01690,70,Neutral,0.0,46
acc01691,user_01691,80,Reliable,0.0,30
acc01692,user_01692,70,Neutral,0.0,6
acc01693,user_01693,0,Bot/Malicious,1.0,161
acc01694,user_01694,70,Neutral,0.0,35
acc01695,user_01695,80,Reliable,0.0,10
acc01696,user_01696,50,Neutral,0.0,58
acc01697,user_01697,70,Neutral,0.0,8
acc01698,user_01698,0,Bot/Malicious,1.0,67
acc01699,user_01699,60,Neutral,0.0,69
acc01700,user_01700,0,Bot/Malicious,1.0,65
acc01701,user_01701,80,Reliable,0.0,10
acc01702,user_01702,85,Reliable,0.0,3
acc01703,user_01703,70,Neutral,0.0,38
acc01704,user_01704,0,Bot/Malicious,1.0,100
acc01705,user_01705,0,Bot/Malicious,1.0,126
acc01706,user_01706,0,Bot/Malicious,1.0,138
acc01707,user_01707,50,Neutral,0.0,52
acc01708,user_01708,0,Bot/Malicious,1.0,65
acc01709,user_01709,85,Reliable,0.0,1
acc01710,user_01710,0,Bot/Malicious,1.0,78
acc01711,user_01711,75,Neutral,0.0,4
acc01712,user_01712,0,Bot/Malicious,1.0,131
acc01713,user_01713,0,Bot/Malicious,1.0,161
acc01714,user_01714,70,Neutral,0.0,8
acc01715,user_01715,0,Bot/Malicious,1.0,142
acc01716,user_01716,0,Bot/Malicious,1.0,82
acc01717,user_01717,70,Neutral,0.0,21
acc01718,user_01718,0,Bot/Malicious,1.0,161
acc01719,user_01719,80,Reliable,0.0,7
acc01720,user_01720,60,Neutral,0.0,58
acc01721,user_01721,70,Neutral,0.0,8
acc01722,user_01722,0,Bot/Malicious,1.0,148
acc01723,user_01723,0,Bot/Malicious,1.0,51
acc01724,user_01724,80,Reliable,0.0,35
acc01725,user_01725,0,Bot/Malicious,1.0,189
acc01726,user_01726,70,Neutral,0.0,10
acc01727,user_01727,70,Neutral,0.0,10
acc01728,user_01728,80,Reliable,0.0,9
acc01729,user_01729,0,Bot/Malicious,1.0,169
acc01730,user_01730,70,Neutral,0.0,25
acc01731,user_01731,60,Neutral,0.0,62
acc01732,user_01732,50,Neutral,0.0,60
acc01733,user_01733,80,Reliable,0.0,23
acc01734,user_01734,70,Neutral,0.0,8
acc01735,user_01735,0,Bot/Malicious,1.0,196
acc01736,user_01736,0,Bot/Malicious,1.0,125
acc01737,user_01737,50,Neutral,0.0,79
acc01738,user_01738,50,Neutral,0.0,70
acc01739,user_01739,70,Neutral,0.0,50
acc01740,user_01740,80,Reliable,0.0,5
acc01741,user_01741,70,Neutral,0.0,5
acc01742,user_01742,80,Reliable,0.0,24
acc01743,user_01743,70,Neutral,0.0,10
acc01744,user_01744,0,Bot/Malicious,1.0,53
acc01745,user_01745,80,Reliable,0.0,10
acc01746,user_01746,0,Bot/Malicious,1.0,144
acc01747,user_01747,70,Neutral,0.0,35
acc01748,user_01748,50,Neutral,0.0,75
acc01749,user_01749,80,Reliable,0.0,10
acc01750,user_01750,0,Bot/Malicious,1.0,155
acc01751,user_01751,80,Reliable,0.0,48
acc01752,user_01752,80,Reliable,0.0,10
acc01753,user_01753,80,Reliable,0.0,36
acc01754,user_01754,70,Neutral,0.0,8
acc01755,user_01755,0,Bot/Malicious,1.0,186
acc01756,user_01756,70,Neutral,0.0,44
acc01757,user_01757,50,Neutral,0.0,75
acc01758,user_01758,0,Bot/Malicious,1.0,147
acc01759,user_01759,60,Neutral,0.0,63
acc01760,user_01760,50,Neutral,0.0,60
acc01761,user_01761,50,Neutral,0.0,74
acc01762,user_01762,0,Bot/Malicious,1.0,75
acc01763,user_01763,0,Bot/Malicious,1.0,168
acc01764,user_01764,80,Reliable,0.0,10
acc01765,user_01765,0,Bot/Malicious,1.0,96
acc01766,user_01766,80,Reliable,0.0,20
acc01767,user_01767,0,Bot/Malicious,1.0,75
acc01768,user_01768,0,Bot/Malicious,1.0,139
acc01769,user_01769,0,Bot/Malicious,1.0,99
acc01770,user_01770,85,Reliable,0.0,1
acc01771,user_01771,70,Neutral,0.0,10
acc01772,user_01772,85,Reliable,0.0,2
acc01773,user_01773,0,Bot/Malicious,1.0,194
acc01774,user_01774,75,Neutral,0.0,3
acc01775,user_01775,50,Neutral,0.0,79
acc01776,user_01776,0,Bot/Malicious,1.0,159
acc01777,user_01777,0,Bot/Malicious,1.0,115
acc01778,user_01778,70,Neutral,0.0,7
acc01779,user_01779,0,Bot/Malicious,1.0,117
acc01780,user_01780,0,Bot/Malicious,1.0,101
acc01781,user_01781,50,Neutral,0.0,51
acc01782,user_01782,0,Bot/Malicious,1.0,105
acc01783,user_01783,0,Bot/Malicious,1.0,116
acc01784,user_01784,80,Reliable,0.0,10
acc01785,user_01785,0,Bot/Malicious,1.0,54
acc01786,user_01786,40,Neutral,0.0,60
acc01787,user_01787,0,Bot/Malicious,1.0,118
acc01788,user_01788,0,Bot/Malicious,1.0,197
acc01789,user_01789,0,Bot/Malicious,1.0,172
acc01790,user_01790,60,Neutral,0.0,69
acc01791,user_01791,75,Neutral,0.0,1
acc01792,user_01792,0,Bot/Malicious,1.0,81
acc01793,user_01793,0,Bot/Malicious,1.0,135
acc01794,user_01794,75,Neutral,0.0,2
acc01795,user_01795,0,Bot/Malicious,1.0,70
acc01796,user_01796,0,Bot/Malicious,1.0,101
acc01797,user_01797,0,Bot/Malicious,1.0,98
acc01798,user_01798,70,Neutral,0.0,6
acc01799,user_01799,80,Reliable,0.0,48
acc01800,user_01800,65,Neutral,0.0,4
acc01801,user_01801,70,Neutral,0.0,8
acc01802,user_01802,50,Neutral,0.0,61
acc01803,user_01803,0,Bot/Malicious,1.0,54
acc01804,user_01804,0,Bot/Malicious,1.0,60
acc01805,user_01805,50,Neutral,0.0,62
acc01806,user_01806,60,Neutral,0.0,75
acc01807,user_01807,50,Neutral,0.0,57
acc01808,user_01808,70,Neutral,0.0,29
acc01809,user_01809,0,Bot/Malicious,1.0,61
acc01810,user_01810,75,Neutral,0.0,1
acc01811,user_01811,0,Bot/Malicious,1.0,74
acc01812,user_01812,80,Reliable,0.0,24
acc01813,user_01813,0,Bot/Malicious,1.0,106
acc01814,user_01814,0,Bot/Malicious,1.0,152
acc01815,user_01815,50,Neutral,0.0,54
acc01816,user_01816,75,Neutral,0.0,1
acc01817,user_01817,75,Neutral,0.0,2
acc01818,user_01818,0,Bot/Malicious,1.0,93
acc01819,user_01819,70,Neutral,0.0,8
acc01820,user_01820,85,Reliable,0.0,2
acc01821,user_01821,0,Bot/Malicious,1.0,90
acc01822,user_01822,75,Neutral,0.0,1
acc01823,user_01823,60,Neutral,0.0,57
acc01824,user_01824,60,Neutral,0.0,71
acc01825,user_01825,75,Neutral,0.0,4
acc01826,user_01826,70,Neutral,0.0,48
acc01827,user_01827,80,Reliable,0.0,10
acc01828,user_01828,70,Neutral,0.0,8
acc01829,user_01829,0,Bot/Malicious,1.0,139
acc01830,user_01830,75,Neutral,0.0,4
acc01831,user_01831,80,Reliable,0.0,43
acc01832,user_01832,70,Neutral,0.0,34
acc01833,user_01833,70,Neutral,0.0,5
acc01834,user_01834,70,Neutral,0.0,8
