account_id,username,created_at,followers,following,posts_per_day,credibility
acc01226,DefiAnalyst3395,2024-08-28,176,676,173,low
acc01227,DefiTrader2562,2022-07-31,32755,101,7,high
acc01228,BlockTrader3432,2024-10-21,12,537,141,low
acc01229,AlphaWalker2863,2024-12-12,128,565,66,low
acc01230,HodlQueen3715,2024-07-28,143,958,174,low
acc01231,AlphaSignal765,2024-12-01,142,1047,88,low
acc01232,SmartAnalyst1707,2024-05-18,151,548,71,medium
acc01233,MoonQueen9989,2024-12-03,26,1651,60,low
acc01234,MoonWalker1935,2024-06-19,310,470,30,medium
acc01235,BlockShark8289,2024-04-07,850,991,26,medium
acc01236,AlphaSignal2258,2020-07-12,13731,274,7,high
acc01237,ChainShark5593,2021-03-23,33597,137,2,high
acc01238,AlphaWhale5909,2024-11-04,170,1002,88,low
acc01239,HodlTrader2261,2024-06-05,539,523,78,medium
acc01240,SafeGuru5928,2024-07-10,113,798,52,low
acc01241,SmartQueen1390,2024-03-07,422,511,69,medium
acc01242,HodlKing6444,2023-03-27,2930,388,3,high
acc01243,CryptoGuru4846,2024-03-23,511,797,64,medium
acc01244,BlockSignal5639,2024-01-03,946,386,77,medium
acc01245,FastWalker6619,2024-03-28,759,310,76,medium
acc01246,FastAnalyst7245,2024-05-16,453,931,70,medium
acc01247,HodlTrader4941,2024-01-18,137,650,41,medium
acc01248,DefiGuru8861,2024-08-29,54,690,180,low
acc01249,BlockGuru5583,2024-05-28,750,263,21,medium
acc01250,SmartAnalyst4239,2021-01-11,20419,421,7,high
acc01251,MoonKing6111,2024-02-21,742,619,42,medium
acc01252,CryptoQueen7353,2021-04-09,38015,427,1,high
acc01253,AlphaTrader9529,2024-10-22,182,1785,186,low
acc01254,ChainSignal4903,2024-02-26,782,903,72,medium
acc01255,FastWalker6188,2024-04-11,855,353,26,medium
acc01256,SmartAnalyst3155,2024-12-11,199,1239,166,low
acc01257,DefiWhale6752,2020-05-09,6545,81,7,high
acc01258,SafeTrader7310,2020-05-03,24702,396,9,high
acc01259,FastGuru8503,2024-12-03,101,1040,199,low
acc01260,HodlShark8021,2024-11-24,106,833,86,low
acc01261,DefiShark7500,2024-01-27,821,625,75,medium
acc01262,MoonTrader7462,2024-04-02,133,864,30,medium
acc01263,AlphaQueen9857,2024-06-15,518,212,27,medium
acc01264,FastBot660,2024-10-14,39,741,145,low
acc01265,AlphaBot4817,2024-10-07,7,792,86,low
acc01266,HodlKing5000,2024-06-22,390,320,31,medium
acc01267,SafeKing2005,2024-04-17,457,169,75,medium
acc01268,HodlShark9390,2021-04-28,37577,281,6,high
acc01269,SafeAnalyst2176,2024-11-29,35,1533,167,low
acc01270,SafeWalker5329,2024-07-22,159,1860,154,low
acc01271,ChainWhale5555,2024-10-18,11,1873,163,low
acc01272,BlockQueen2714,2024-05-18,125,685,60,medium
acc01273,BlockGuru2029,2024-05-06,672,187,32,medium
acc01274,SmartAnalyst867,2024-04-21,634,293,68,medium
acc01275,SmartKing1971,2024-11-09,136,868,54,low
acc01276,ChainTrader9496,2024-09-29,21,1592,132,low
acc01277,FastKing8053,2024-12-19,5,1196,161,low
acc01278,HodlKing8650,2021-05-10,25535,181,2,high
acc01279,MoonGuru2756,2021-03-21,9939,143,5,high
acc01280,DefiBot6673,2022-11-22,11588,80,10,high
acc01281,DefiKing959,2024-08-31,99,702,131,low
acc01282,HodlSignal4226,2021-08-08,8427,76,4,high
acc01283,FastAnalyst3875,2022-02-06,33833,435,9,high
acc01284,MoonBot994,2024-09-04,118,1632,154,low
acc01285,SafeKing6677,2022-09-13,15818,59,5,high
acc01286,FastQueen4036,2024-05-29,668,767,70,medium
acc01287,BlockAnalyst6665,2021-11-25,5999,483,9,high
acc01288,DefiSignal8855,2020-09-20,16566,325,7,high
acc01289,SafeKing17,2024-06-07,575,949,59,medium
acc01290,DefiKing986,2024-12-30,123,1059,114,low
acc01291,HodlSignal3486,2024-04-24,960,622,38,medium
acc01292,DefiGuru9226,2020-04-20,20202,95,7,high
acc01293,MoonWalker9118,2024-02-25,999,542,33,medium
acc01294,SmartSignal5614,2024-05-04,367,870,65,medium
acc01295,BlockTrader5270,2024-09-09,53,1441,134,low
acc01296,DefiKing9975,2022-01-12,780,54,3,high
acc01297,SmartShark6436,2024-10-17,20,1829,69,low
acc01298,CryptoShark2023,2024-03-10,932,485,72,medium
acc01299,AlphaWhale2904,2024-06-12,886,931,64,medium
acc01300,MoonShark6070,2023-12-27,13147,277,1,high
acc01301,CryptoBot5863,2020-10-26,6396,467,10,high
acc01302,BlockTrader3839,2024-04-06,471,137,37,medium
acc01303,FastTrader117,2024-08-12,163,1311,78,low
acc01304,FastGuru8094,2024-08-07,141,896,194,low
acc01305,FastAnalyst2876,2024-01-14,702,231,67,medium
acc01306,DefiBot9338,2023-08-23,15439,317,5,high
acc01307,CryptoGuru4144,2022-11-25,37207,282,1,high
acc01308,CryptoSignal7087,2024-12-15,104,1061,81,low
acc01309,SmartShark8120,2024-03-12,629,877,22,medium
acc01310,ChainKing4554,2024-06-28,530,645,48,medium
acc01311,CryptoWhale3189,2024-09-07,20,1671,56,low
acc01312,ChainWhale1220,2024-06-28,355,301,30,medium
acc01313,BlockQueen1585,2024-07-10,122,1384,56,low
acc01314,AlphaBot4050,2024-01-22,584,344,41,medium
acc01315,AlphaGuru3879,2020-04-25,39819,367,8,high
acc01316,SafeAnalyst2046,2020-05-14,4477,67,7,high
acc01317,MoonWalker1016,2024-12-30,113,612,127,low
acc01318,HodlQueen1669,2024-05-12,157,672,23,medium
acc01319,HodlWhale1571,2024-11-01,192,1341,109,low
acc01320,FastKing7429,2024-03-16,575,914,47,medium
acc01321,FastQueen5565,2024-05-07,791,901,21,medium
acc01322,SmartSignal9631,2024-08-11,27,710,53,low
acc01323,MoonAnalyst3173,2024-06-25,686,229,60,medium
acc01324,BlockSignal6898,2024-04-04,842,735,48,medium
acc01325,ChainWalker723,2020-04-05,8867,209,10,high
acc01326,SmartSignal5099,2024-10-26,138,798,87,low
acc01327,BlockAnalyst5619,2024-08-30,94,516,182,low
acc01328,DefiKing3890,2024-04-09,938,955,55,medium
acc01329,HodlSignal3202,2020-11-09,42479,153,2,high
acc01330,ChainShark7658,2024-10-29,177,1178,198,low
acc01331,AlphaAnalyst4910,2024-03-23,436,266,26,medium
acc01332,CryptoShark3595,2024-12-30,0,1808,107,low
acc01333,ChainShark3493,2024-02-17,592,852,69,medium
acc01334,HodlTrader6559,2024-08-09,1,1243,52,low
acc01335,AlphaKing9089,2020-06-29,9832,198,8,high
acc01336,FastSignal720,2020-02-18,13549,151,5,high
acc01337,ChainBot2856,2021-06-13,36840,175,3,high
acc01338,CryptoWalker4290,2023-11-17,7131,60,3,high
acc01339,MoonSignal3445,2024-09-02,116,991,144,low
acc01340,DefiGuru7107,2024-12-22,182,633,80,low
acc01341,DefiTrader3141,2022-04-09,25285,405,6,high
acc01342,FastWhale4007,2024-12-30,11,1761,200,low
acc01343,SmartBot2435,2021-05-26,16698,77,5,high
acc01344,SmartAnalyst8012,2020-11-23,48164,91,8,high
acc01345,FastQueen2744,2024-04-09,497,869,76,medium
acc01346,SmartSignal8169,2024-04-11,575,283,40,medium
acc01347,AlphaGuru7919,2024-05-19,606,585,37,medium
acc01348,HodlAnalyst600,2024-02-11,324,307,48,medium
acc01349,HodlTrader5014,2021-10-24,25212,342,3,high
acc01350,BlockGuru1389,2024-07-31,192,672,125,low
acc01351,SmartSignal3772,2024-10-26,10,1452,181,low
acc01352,AlphaWhale7392,2024-04-01,542,518,43,medium
acc01353,AlphaBot6265,2024-07-09,45,1404,109,low
acc01354,MoonSignal1351,2024-08-31,128,1550,189,low
acc01355,MoonBot3732,2024-01-21,221,173,43,medium
acc01356,SmartTrader5469,2020-11-03,44743,218,5,high
acc01357,BlockTrader9897,2024-07-31,192,1966,189,low
acc01358,CryptoBot4618,2024-12-11,88,1327,153,low
acc01359,CryptoShark8400,2024-05-28,252,986,45,medium
acc01360,ChainTrader7774,2020-12-31,34305,350,9,high
acc01361,SafeSignal1407,2024-09-03,48,1378,156,low
acc01362,SafeShark9150,2020-02-18,25056,121,10,high
acc01363,BlockKing8189,2023-06-14,43678,477,6,high
acc01364,ChainWhale6975,2024-11-15,192,1326,187,low
acc01365,AlphaAnalyst381,2024-10-23,8,784,89,low
acc01366,FastAnalyst9959,2024-10-24,100,1280,102,low
acc01367,MoonGuru6332,2024-08-10,121,722,134,low
acc01368,SafeBot1528,2024-02-04,206,791,55,medium
acc01369,CryptoAnalyst8006,2020-02-13,12735,151,2,high
acc01370,BlockTrader3819,2024-08-30,168,1573,67,low
acc01371,CryptoSignal8496,2024-07-07,43,1169,155,low
acc01372,DefiQueen2116,2024-10-17,107,1479,67,low
acc01373,ChainWalker3370,2024-09-03,110,1953,171,low
acc01374,FastAnalyst5085,2022-07-03,13802,307,8,high
acc01375,ChainKing2338,2024-09-29,16,1317,113,low
acc01376,AlphaAnalyst8044,2024-03-31,573,689,22,medium
acc01377,MoonBot7477,2024-03-09,817,962,65,medium
acc01378,HodlAnalyst2870,2024-09-23,63,867,160,low
acc01379,HodlWalker9317,2024-07-23,100,1930,61,low
acc01380,DefiBot8811,2021-03-31,44190,84,4,high
acc01381,HodlGuru1987,2024-09-14,19,715,179,low
acc01382,HodlShark2701,2024-08-23,53,1536,61,low
acc01383,CryptoQueen7568,2024-09-17,87,1317,99,low
acc01384,CryptoKing4106,2024-07-27,181,779,133,low
acc01385,SafeShark7559,2024-01-15,184,661,62,medium
acc01386,SafeWalker7714,2023-06-30,18793,480,3,high
acc01387,CryptoAnalyst1647,2020-10-04,19777,113,9,high
acc01388,HodlWalker1272,2024-05-11,881,111,63,medium
acc01389,DefiShark5867,2024-08-08,55,1963,58,low
acc01390,SmartTrader7243,2024-05-16,148,956,60,medium
acc01391,MoonWhale5052,2024-03-28,153,712,20,medium
acc01392,HodlTrader4092,2021-08-06,16132,152,2,high
acc01393,HodlKing239,2021-06-09,13092,398,2,high
acc01394,MoonWalker2737,2020-03-11,27742,312,2,high
acc01395,AlphaGuru3106,2024-11-03,53,1609,151,low
acc01396,MoonTrader3503,2024-07-25,91,1162,94,low
acc01397,HodlSignal197,2021-08-29,14443,284,4,high
acc01398,BlockAnalyst6046,2020-03-11,4912,161,7,high
acc01399,FastShark1669,2024-11-20,137,1665,93,low
acc01400,MoonAnalyst5315,2024-11-04,178,1295,84,low
acc01401,DefiSignal7900,2024-07-18,85,536,199,low
acc01402,HodlGuru3809,2024-10-10,150,1943,53,low
acc01403,CryptoAnalyst2033,2021-04-26,15992,427,7,high
acc01404,FastQueen982,2020-08-03,25044,305,5,high
acc01405,DefiWhale3349,2022-09-26,2984,171,10,high
acc01406,AlphaWalker4557,2024-09-04,164,581,183,low
acc01407,BlockKing3753,2024-12-16,187,1178,137,low
acc01408,ChainGuru886,2023-11-11,44081,177,4,high
acc01409,HodlGuru5270,2024-02-06,552,744,20,medium
acc01410,SafeQueen3154,2020-03-23,42073,122,4,high
acc01411,MoonWalker9710,2022-05-04,13893,170,9,high
acc01412,HodlShark5104,2020-09-14,47795,151,4,high
acc01413,DefiAnalyst4080,2024-09-01,73,1680,164,low
acc01414,ChainBot7884,2024-01-17,468,507,44,medium
acc01415,SafeShark6926,2022-02-25,40437,426,7,high
acc01416,SafeKing6250,2021-10-27,5954,438,5,high
acc01417,SmartWalker9058,2024-05-22,279,363,44,medium
acc01418,BlockShark4641,2024-09-15,143,1741,173,low
acc01419,AlphaWalker7689,2020-11-02,10640,147,1,high
acc01420,SmartSignal8052,2021-09-22,27751,252,6,high
acc01421,SafeBot9639,2024-07-18,104,579,81,low
acc01422,FastWalker3183,2024-11-30,111,1022,139,low
acc01423,SafeSignal946,2024-05-07,494,534,67,medium
acc01424,ChainShark566,2023-12-04,24185,373,1,high
acc01425,DefiBot9920,2024-03-30,797,250,36,medium
acc01426,FastAnalyst2645,2020-01-22,8150,444,2,high
acc01427,HodlWhale9604,2024-06-24,182,630,78,medium
acc01428,HodlWalker6994,2021-01-29,45840,204,9,high
acc01429,HodlAnalyst5046,2024-05-23,521,870,76,medium
acc01430,MoonQueen9382,2024-05-31,916,452,72,medium
acc01431,BlockTrader6521,2022-12-23,20691,53,3,high
acc01432,CryptoQueen1145,2024-12-02,178,1355,184,low
acc01433,BlockWhale2796,2024-08-08,95,881,84,low
acc01434,SafeWalker8235,2020-06-22,30034,340,4,high
acc01435,ChainKing2994,2023-06-13,13075,182,7,high
acc01436,FastQueen2722,2024-07-20,75,675,146,low
acc01437,BlockQueen5606,2020-02-18,38880,170,8,high
acc01438,MoonKing1001,2024-08-25,192,514,199,low
acc01439,MoonTrader8558,2023-05-16,975,242,10,high
acc01440,BlockShark7754,2024-05-27,445,718,47,medium
acc01441,AlphaSignal5165,2024-12-10,61,1239,152,low
acc01442,FastKing5834,2024-12-21,84,705,50,low
acc01443,HodlWalker421,2024-10-29,31,1586,121,low
acc01444,ChainSignal7405,2024-05-01,802,774,75,medium
acc01445,SmartWhale3080,2024-07-05,163,1159,54,low
acc01446,AlphaKing5334,2024-05-12,554,339,58,medium
acc01447,HodlAnalyst1334,2024-09-10,109,1475,75,low
acc01448,HodlBot9948,2024-02-08,829,246,75,medium
acc01449,FastGuru521,2024-01-26,609,915,25,medium
acc01450,SmartShark2754,2024-12-26,114,736,173,low
acc01451,SmartTrader3988,2024-02-12,274,871,80,medium
acc01452,MoonQueen7126,2024-05-19,129,264,79,medium
acc01453,HodlBot3611,2024-11-21,65,1863,171,low
acc01454,MoonWalker8758,2024-05-04,842,603,25,medium
acc01455,AlphaTrader9437,2024-05-29,715,166,61,medium
acc01456,HodlWhale9207,2024-12-18,111,977,107,low
acc01457,MoonBot1437,2024-07-26,22,1196,98,low
acc01458,MoonAnalyst6026,2024-01-26,973,420,44,medium
acc01459,CryptoBot1014,2024-04-25,648,294,74,medium
acc01460,HodlSignal5981,2024-12-06,173,758,183,low
acc01461,FastAnalyst3640,2024-01-22,504,109,54,medium
acc01462,AlphaWalker4864,2024-12-14,56,1523,166,low
acc01463,FastBot2390,2023-03-08,44104,484,1,high
acc01464,AlphaBot8231,2024-05-14,226,380,74,medium
acc01465,FastShark3535,2024-04-07,398,821,44,medium
acc01466,AlphaWalker3451,2023-08-12,48515,464,4,high
acc01467,CryptoWalker7988,2024-05-22,501,406,72,medium
acc01468,DefiKing8978,2024-03-18,445,532,63,medium
acc01469,AlphaWhale6408,2024-07-18,135,1988,122,low
acc01470,ChainGuru6452,2024-07-23,33,1162,198,low
acc01471,BlockShark2682,2022-06-17,9515,276,8,high
acc01472,DefiTrader3574,2024-12-08,191,900,52,low
acc01473,FastQueen2419,2024-09-16,109,1891,93,low
acc01474,MoonSignal7764,2020-10-08,3938,110,9,high
acc01475,AlphaAnalyst7108,2024-01-30,742,839,45,medium
acc01476,CryptoQueen3947,2021-09-10,32522,204,10,high
acc01477,HodlQueen7597,2023-09-07,43118,245,5,high
acc01478,SafeSignal191,2024-01-25,219,184,27,medium
acc01479,SmartTrader378,2024-10-26,146,1672,172,low
acc01480,MoonAnalyst2968,2024-09-17,123,1820,161,low
acc01481,FastWalker1630,2024-09-06,16,1961,187,low
acc01482,HodlKing6452,2022-05-15,35654,451,9,high
acc01483,MoonGuru9581,2024-10-17,182,1834,81,low
acc01484,MoonWalker9816,2022-12-17,12292,52,9,high
acc01485,AlphaQueen642,2024-07-30,147,922,91,low
acc01486,SmartBot574,2020-05-13,8673,309,5,high
acc01487,SmartWalker6932,2024-11-09,0,1008,126,low
acc01488,SmartBot8751,2021-11-24,9665,345,8,high
acc01489,AlphaGuru5770,2024-04-28,651,622,33,medium
acc01490,MoonKing3885,2024-01-09,292,245,39,medium
acc01491,DefiAnalyst9046,2020-12-03,39283,233,5,high
acc01492,FastWhale1219,2022-05-06,17209,183,7,high
acc01493,DefiWhale7473,2024-01-18,360,792,47,medium
acc01494,DefiGuru3339,2024-01-15,744,850,37,medium
acc01495,ChainSignal9235,2024-05-08,763,940,52,medium
acc01496,DefiWhale2515,2024-03-03,906,544,44,medium
acc01497,FastTrader1271,2021-02-25,8667,322,2,high
acc01498,SmartWhale1081,2024-03-05,755,191,43,medium
acc01499,BlockWalker3699,2024-08-27,2,700,146,low
acc01500,HodlQueen2024,2020-10-01,35003,422,5,high
acc01501,SafeQueen8667,2024-03-09,817,685,75,medium
acc01502,SmartBot9953,2024-07-24,12,849,131,low
acc01503,DefiSignal8712,2024-10-20,152,1324,172,low
acc01504,DefiBot156,2024-05-14,625,830,29,medium
acc01505,DefiWalker6207,2024-04-21,853,373,23,medium
acc01506,AlphaTrader9973,2024-03-23,823,568,31,medium
acc01507,AlphaShark8229,2024-08-29,70,1376,183,low
acc01508,ChainBot1425,2024-07-03,412,516,69,medium
acc01509,MoonQueen1257,2024-11-23,61,691,92,low
acc01510,CryptoQueen4684,2024-04-18,604,927,75,medium
acc01511,HodlGuru2236,2022-01-17,33124,313,9,high
acc01512,MoonWhale228,2024-04-30,294,951,67,medium
acc01513,HodlGuru5654,2021-01-16,48929,388,9,high
acc01514,FastKing9952,2024-03-29,272,790,79,medium
acc01515,ChainWalker1231,2024-03-13,959,236,52,medium
acc01516,CryptoWhale8119,2024-09-16,43,1264,78,low
acc01517,ChainGuru1932,2024-08-30,76,1489,125,low
acc01518,ChainKing9320,2024-09-19,55,1124,181,low
acc01519,SafeAnalyst8000,2020-04-01,23814,53,10,high
acc01520,AlphaBot5799,2024-07-25,1,1216,97,low
acc01521,AlphaKing1661,2024-09-26,125,904,71,low
acc01522,SmartWalker6730,2024-01-26,599,107,29,medium
acc01523,BlockTrader7712,2024-03-18,483,406,43,medium
acc01524,DefiGuru4416,2024-07-26,112,1844,162,low
acc01525,DefiSignal7111,2020-01-12,24042,495,4,high
acc01526,ChainBot660,2020-07-28,26356,265,6,high
acc01527,DefiTrader7853,2022-11-01,17919,110,7,high
acc01528,SmartShark2088,2024-09-06,192,1318,178,low
acc01529,HodlWalker1798,2024-01-22,911,121,28,medium
acc01530,AlphaGuru224,2023-04-09,45355,171,1,high
acc01531,AlphaWhale9783,2024-05-24,108,544,50,medium
acc01532,BlockShark1354,2024-11-29,109,1007,89,low
acc01533,SmartWalker4088,2024-02-25,885,217,75,medium
acc01534,ChainWhale3251,2024-10-05,180,711,178,low
acc01535,DefiTrader9687,2024-05-03,749,252,34,medium
acc01536,DefiWhale629,2021-03-03,13094,124,7,high
acc01537,FastTrader1490,2023-09-06,3839,244,7,high
acc01538,BlockTrader3634,2024-03-07,536,590,23,medium
acc01539,HodlKing4986,2024-01-23,375,472,37,medium
acc01540,HodlTrader5241,2024-12-25,12,872,60,low
acc01541,CryptoSignal3474,2021-03-21,31436,193,10,high
acc01542,HodlWalker4134,2022-02-04,24327,221,5,high
acc01543,MoonKing9041,2023-04-13,9039,219,6,high
acc01544,AlphaAnalyst8665,2024-04-28,480,343,61,medium
acc01545,ChainAnalyst6293,2024-07-21,27,767,80,low
acc01546,FastTrader3161,2023-01-01,29713,100,2,high
acc01547,FastSignal4940,2024-05-21,585,879,32,medium
acc01548,DefiKing2095,2024-02-08,528,663,65,medium
acc01549,SmartSignal5997,2024-09-30,161,1969,80,low
acc01550,MoonShark6865,2024-10-14,128,544,92,low
acc01551,BlockWalker4746,2024-01-10,679,162,70,medium
acc01552,ChainWhale8111,2024-05-13,645,991,52,medium
acc01553,DefiShark8345,2021-08-21,37363,449,7,high
acc01554,FastBot3391,2024-08-09,0,827,196,low
acc01555,FastKing8402,2021-12-10,33518,412,9,high
acc01556,BlockTrader4856,2024-11-19,68,1630,80,low
acc01557,ChainKing8742,2021-01-07,19626,70,3,high
acc01558,DefiBot845,2024-11-06,63,930,186,low
acc01559,CryptoSignal9915,2021-07-29,21770,92,9,high
acc01560,DefiWhale4832,2024-09-06,14,1781,52,low
acc01561,ChainBot2896,2024-08-23,4,1600,199,low
acc01562,HodlBot9902,2022-05-07,14010,468,8,high
acc01563,AlphaBot3342,2022-06-24,41774,463,7,high
acc01564,SafeTrader7110,2021-07-28,10221,295,2,high
acc01565,DefiShark3032,2024-12-10,45,886,195,low
acc01566,DefiBot345,2024-09-03,41,863,150,low
acc01567,FastTrader1138,2024-01-29,173,536,35,medium
acc01568,HodlQueen8631,2024-07-31,186,524,75,low
acc01569,HodlKing1803,2024-12-12,3,1819,61,low
acc01570,ChainQueen4386,2020-08-11,41616,357,1,high
acc01571,MoonGuru5545,2023-08-19,46863,93,4,high
acc01572,SafeAnalyst7280,2023-06-22,11191,207,6,high
acc01573,DefiTrader916,2024-10-18,177,1047,189,low
acc01574,CryptoKing1685,2022-04-28,19947,102,9,high
acc01575,DefiKing3676,2024-07-09,58,1374,148,low
acc01576,AlphaBot3701,2023-12-04,45353,246,2,high
acc01577,DefiQueen3679,2024-07-24,72,1231,69,low
acc01578,AlphaQueen5907,2024-06-29,186,144,58,medium
acc01579,DefiWhale8692,2021-06-06,39796,142,7,high
acc01580,BlockAnalyst4703,2021-06-27,7310,188,8,high
acc01581,AlphaBot1252,2024-06-03,102,982,79,medium
acc01582,DefiSignal2422,2021-08-31,29774,419,8,high
acc01583,MoonAnalyst7004,2023-02-04,18750,124,2,high
acc01584,DefiWalker6309,2024-09-11,81,1512,158,low
acc01585,HodlAnalyst5464,2024-07-31,167,1003,148,low
acc01586,SmartShark8827,2024-10-16,126,1590,187,low
acc01587,HodlQueen9519,2023-01-17,28145,319,10,high
acc01588,ChainQueen3854,2024-03-12,102,308,74,medium
acc01589,AlphaGuru7765,2020-07-28,7719,80,6,high
acc01590,DefiBot7544,2024-08-01,141,1362,112,low
acc01591,ChainKing2258,2020-07-03,46098,410,3,high
acc01592,CryptoWhale6090,2024-07-15,179,717,198,low
acc01593,SafeAnalyst2592,2020-02-18,10126,237,3,high
acc01594,ChainQueen205,2022-06-05,27795,126,3,high
acc01595,DefiGuru4908,2024-10-04,105,1979,136,low
acc01596,CryptoBot1823,2024-08-04,15,1815,58,low
acc01597,DefiGuru2628,2024-01-04,505,952,47,medium
acc01598,SafeGuru4228,2024-06-28,685,613,39,medium
acc01599,ChainWhale2570,2024-02-23,194,634,44,medium
acc01600,ChainWhale918,2020-12-08,26209,144,9,high
acc01601,MoonShark7822,2024-03-02,768,757,45,medium
acc01602,DefiKing6087,2024-11-07,108,898,119,low
acc01603,MoonQueen5943,2022-07-28,22485,64,4,high
acc01604,DefiGuru1745,2024-07-17,54,1722,52,low
acc01605,ChainGuru3306,2024-11-05,8,992,118,low
acc01606,FastAnalyst736,2022-05-27,32206,73,1,high
acc01607,MoonBot139,2024-09-12,192,1078,151,low
acc01608,ChainSignal6401,2024-05-21,464,232,64,medium
acc01609,MoonSignal6673,2024-06-24,859,615,26,medium
acc01610,DefiKing9621,2024-06-04,491,588,57,medium
acc01611,BlockWalker2483,2022-11-28,30850,90,2,high
acc01612,ChainTrader2308,2024-05-30,835,264,52,medium
acc01613,FastGuru5594,2024-03-28,904,234,41,medium
acc01614,AlphaAnalyst7060,2024-07-12,182,1898,149,low
acc01615,ChainAnalyst9944,2020-04-28,10487,340,8,high
acc01616,CryptoWalker5072,2022-05-01,6212,305,2,high
acc01617,AlphaWalker4844,2024-08-05,17,1073,197,low
acc01618,AlphaQueen1166,2024-08-08,181,1443,116,low
acc01619,BlockShark2302,2024-07-29,145,1499,60,low
acc01620,BlockWhale6702,2024-12-18,158,1893,83,low
acc01621,AlphaGuru5139,2024-09-15,21,1897,155,low
acc01622,SafeBot700,2024-05-01,759,158,67,medium
acc01623,SmartKing2533,2023-08-20,7400,198,7,high
acc01624,FastWhale1196,2020-12-14,25942,497,8,high
acc01625,MoonSignal7633,2024-04-01,757,647,77,medium
acc01626,MoonQueen2954,2024-11-24,27,1312,160,low
acc01627,HodlSignal1057,2021-05-09,22941,359,8,high
acc01628,SafeQueen4561,2021-12-09,3008,329,3,high
acc01629,DefiTrader5246,2024-10-23,8,1731,147,low
acc01630,AlphaWhale7757,2020-11-29,4044,158,1,high
acc01631,HodlBot4130,2024-05-04,280,185,29,medium
acc01632,BlockWhale1339,2021-04-10,47175,281,7,high
acc01633,ChainBot3016,2024-06-11,155,194,77,medium
acc01634,AlphaBot2696,2024-08-12,89,1358,173,low
acc01635,SmartWalker7157,2024-09-11,177,1668,149,low
acc01636,SmartAnalyst3254,2020-05-02,47864,391,10,high
acc01637,DefiSignal5186,2024-01-04,254,569,79,medium
acc01638,SafeSignal1862,2023-05-17,44667,258,5,high
acc01639,CryptoShark2060,2024-05-04,560,754,57,medium
acc01640,CryptoTrader3075,2021-10-16,46142,329,3,high
acc01641,HodlTrader5704,2024-02-11,295,795,56,medium
acc01642,AlphaSignal266,2021-04-16,20617,307,2,high
acc01643,SafeShark6784,2024-03-21,460,460,73,medium
acc01644,HodlGuru5503,2024-01-24,280,569,47,medium
acc01645,DefiGuru9747,2024-08-05,138,1392,147,low
acc01646,HodlBot1626,2024-07-22,26,683,54,low
acc01647,HodlQueen8134,2024-05-26,869,738,79,medium
acc01648,MoonShark8248,2024-04-23,925,133,62,medium
acc01649,HodlTrader3652,2024-12-02,116,1629,147,low
acc01650,ChainShark2039,2021-06-30,30905,261,7,high
acc01651,AlphaTrader8316,2021-03-18,18038,500,5,high
acc01652,HodlTrader69,2024-12-26,106,566,53,low
acc01653,DefiSignal8503,2023-06-29,49078,357,6,high
acc01654,DefiAnalyst7046,2024-08-20,142,1301,99,low
acc01655,HodlKing9468,2024-03-25,231,751,44,medium
acc01656,DefiWhale5213,2024-04-11,262,547,34,medium
acc01657,DefiGuru1940,2022-09-09,38309,451,7,high
acc01658,BlockGuru2606,2024-07-04,430,308,25,medium
acc01659,CryptoWhale190,2022-09-05,39381,128,1,high
acc01660,SmartQueen9369,2024-03-16,125,860,66,medium
acc01661,SafeSignal3057,2021-01-09,43263,163,5,high
acc01662,SmartTrader6195,2023-04-13,17570,387,1,high
acc01663,MoonWalker380,2024-11-05,148,711,78,low
acc01664,FastQueen1755,2024-08-01,72,1036,96,low
acc01665,MoonShark5922,2023-11-20,14129,250,2,high
acc01666,CryptoWhale1206,2024-10-07,160,656,103,low
acc01667,HodlWhale5138,2024-05-04,561,927,30,medium
acc01668,BlockKing2928,2022-10-23,37678,373,10,high
acc01669,MoonSignal5682,2022-01-23,40739,357,9,high
acc01670,DefiGuru4170,2023-12-12,8468,148,10,high
acc01671,SmartKing8487,2022-03-07,10484,160,6,high
acc01672,ChainKing5367,2020-08-05,14902,92,3,high
acc01673,BlockShark3265,2024-07-22,89,1950,191,low
acc01674,BlockShark8124,2024-03-26,624,509,79,medium
acc01675,BlockWalker3243,2022-12-05,47515,193,7,high
acc01676,FastAnalyst5106,2020-09-16,13989,419,8,high
acc01677,SafeWhale9771,2024-11-27,69,1152,77,low
acc01678,HodlWhale3273,2024-04-21,461,482,77,medium
acc01679,MoonShark2741,2024-06-22,134,623,36,medium
acc01680,HodlBot9895,2024-06-10,998,760,80,medium
acc01681,AlphaWhale491,2024-01-24,284,928,40,medium
acc01682,DefiSignal4020,2024-07-19,55,1845,145,low
acc01683,DefiSignal2004,2024-07-06,81,1909,52,low
acc01684,AlphaTrader7625,2024-04-21,914,429,77,medium
acc01685,SmartQueen6318,2021-03-18,39939,158,9,high
acc01686,MoonGuru4556,2023-01-19,40339,463,2,high
acc01687,HodlWhale5207,2024-06-07,427,302,32,medium
acc01688,SafeShark767,2021-03-04,28106,111,2,high
acc01689,DefiAnalyst5356,2024-10-27,98,984,197,low
acc01690,BlockKing9434,2020-01-10,30762,195,3,high
acc01691,CryptoGuru8643,2024-07-12,86,1820,54,low
acc01692,SafeQueen6801,2023-01-30,20226,190,6,high
acc01693,HodlQueen9117,2024-12-02,80,1511,62,low
acc01694,BlockShark8083,2024-12-16,164,748,145,low
