narrative_id,token_id,topic,start_time,end_time,posts
n00094,BLOC,Doubt Spike (Week 11),2025-03-10 02:28:45,2025-03-16 22:23:59,"p0000944,p0002002,p0002604,p0003083,p0003105,p0003409,p0004772,p0004803,p0006089,p0006288,p0006615,p0007246,p0008697,p0010029,p0010165,p0010179,p0012203,p0012386,p0012477,p0012498"
n00095,BLOC,Doubt Spike (Week 12),2025-03-17 01:05:03,2025-03-23 23:48:31,"p0001183,p0001446,p0001829,p0001938,p0002101,p0002316,p0002673,p0003057,p0003693,p0004322,p0006946,p0006996,p0007069,p0007380,p0008221,p0008342,p0009687,p0010119,p0010544,p0012121"
n00096,BLOC,Doubt Spike (Week 13),2025-03-24 00:30:07,2025-03-30 22:36:43,"p0000363,p0000751,p0000817,p0001662,p0001696,p0002771,p0003946,p0004431,p0004964,p0005830,p0006232,p0006751,p0008914,p0008962,p0009203,p0010501,p0010538,p0010750,p0010949,p0010977"
n00097,BLOC,Doubt Spike (Week 14),2025-03-31 01:16:37,2025-03-31 22:57:15,"p0004275,p0004498,p0012079,p0018247,p0018990,p0019225,p0027633,p0040000,p0042060,p0044088,p0049196,p0049356,p0058678,p0060522,p0064953,p0065655,p0067166,p0072139,p0075429,p0087824"
n00098,BLOC,Fake News Spike (Week 1),2025-01-01 01:10:36,2025-01-05 18:28:34,"p0013415,p0016147,p0017712,p0021900,p0026700,p0028504,p0030202,p0030319,p0031439,p0039365,p0045491,p0047007,p0048947,p0055456,p0058182,p0058774,p0064998,p0065042,p0065625,p0074122"
n00099,BLOC,Fake News Spike (Week 2),2025-01-06 01:23:38,2025-01-12 23:54:38,"p0001709,p0004331,p0009533,p0011437,p0014013,p0015250,p0016918,p0018235,p0020825,p0024142,p0024984,p0025662,p0026009,p0030937,p0039941,p0041275,p0042871,p0047245,p0050458,p0053137"
n00100,BLOC,Fake News Spike (Week 3),2025-01-13 02:22:16,2025-01-19 22:45:58,"p0003233,p0004475,p0004586,p0004830,p0006635,p0006683,p0007915,p0008172,p0012680,p0012956,p0014485,p0016121,p0016298,p0016584,p0016979,p0017237,p0019319,p0019740,p0021675,p0024913"
n00101,BLOC,Fake News Spike (Week 4),2025-01-20 00:09:27,2025-01-26 20:38:08,"p0004010,p0004161,p0007720,p0013006,p0015940,p0019775,p0021567,p0023362,p0027542,p0028554,p0030472,p0033854,p0038394,p0042291,p0046206,p0046315,p0048252,p0051021,p0051171,p0054363"
n00102,BLOC,Fake News Spike (Week 5),2025-01-27 04:28:19,2025-02-02 23:16:50,"p0004108,p0004297,p0005076,p0007117,p0008296,p0011580,p0027043,p0031592,p0038294,p0043362,p0044507,p0047024,p0054057,p0054949,p0054977,p0055304,p0058059,p0058444,p0060400,p0061246"
n00103,BLOC,Fake News Spike (Week 6),2025-02-03 05:09:07,2025-02-09 22:05:25,"p0000989,p0007965,p0009998,p0015521,p0016263,p0020399,p0025982,p0027762,p0028109,p0028993,p0029987,p0030379,p0031594,p0034140,p0034287,p0035392,p0039108,p0039277,p0040219,p0048119"
n00104,BLOC,Fake News Spike (Week 7),2025-02-10 08:30:50,2025-02-16 16:55:23,"p0006391,p0011504,p0017586,p0022369,p0022428,p0024213,p0024235,p0027751,p0027801,p0033035,p0034684,p0034959,p0035808,p0039641,p0040120,p0042380,p0043380,p0044142,p0057561,p0065164"
n00105,BLOC,Fake News Spike (Week 8),2025-02-17 06:11:12,2025-02-23 22:26:26,"p0000009,p0001968,p0002083,p0007455,p0009283,p0010378,p0012376,p0014908,p0015347,p0021298,p0023928,p0027602,p0035671,p0036779,p0040676,p0042747,p0042962,p0043998,p0044858,p0047444"
n00106,BLOC,Fake News Spike (Week 9),2025-02-24 11:29:40,2025-03-02 20:51:59,"p0004880,p0011794,p0015720,p0017207,p0017323,p0019023,p0021048,p0023743,p0026681,p0028032,p0030494,p0030769,p0033416,p0034610,p0039333,p0040416,p0041862,p0042053,p0042206,p0044979"
n00107,BLOC,Fake News Spike (Week 10),2025-03-03 02:42:29,2025-03-09 22:10:36,"p0005634,p0006905,p0010751,p0013816,p0020827,p0021092,p0027914,p0028318,p0030144,p0039126,p0041269,p0041737,p0042961,p0044498,p0044620,p0047184,p0048305,p0050667,p0055123,p0057493"
n00108,BLOC,Fake News Spike (Week 11),2025-03-10 21:46:50,2025-03-16 23:10:38,"p0006510,p0010633,p0010729,p0011629,p0015705,p0021718,p0025948,p0031826,p0042973,p0043271,p0049809,p0052269,p0055062,p0064720,p0067371,p0068234,p0072882,p0074953,p0078244,p0083627"
n00109,BLOC,Fake News Spike (Week 12),2025-03-17 04:47:04,2025-03-23 20:05:48,"p0002263,p0003072,p0005259,p0006554,p0007693,p0020993,p0022779,p0025695,p0030239,p0030508,p0032696,p0034653,p0039824,p0046365,p0048303,p0055321,p0057050,p0059797,p0063695,p0069319"
n00110,BLOC,Fake News Spike (Week 13),2025-03-24 03:29:22,2025-03-30 06:47:40,"p0007118,p0009029,p0013657,p0015163,p0016542,p0016563,p0017317,p0022415,p0023779,p0026079,p0027533,p0028144,p0032005,p0039820,p0043072,p0045551,p0049536,p0056154,p0056876,p0057717"
n00111,BLOC,Fake News Spike (Week 14),2025-03-31 09:19:37,2025-03-31 23:25:47,"p0000681,p0038305,p0043074,p0044210,p0066383,p0067922"
n00112,NEURA,Bot Spike (Week 1),2025-01-01 00:24:38,2025-01-05 23:30:36,"p0000222,p0000594,p0000720,p0000990,p0001386,p0001392,p0002062,p0002186,p0002192,p0002456,p0002954,p0002977,p0005314,p0006704,p0007461,p0008262,p0009768,p0010474,p0013611,p0014113"
n00113,NEURA,Bot Spike (Week 2),2025-01-06 00:03:40,2025-01-12 23:36:08,"p0000310,p0000643,p0000758,p0001305,p0001805,p0002645,p0004104,p0004207,p0004532,p0005281,p0005645,p0006190,p0006559,p0006781,p0006868,p0008328,p0008383,p0008733,p0008932,p0009696"
n00114,NEURA,Bot Spike (Week 3),2025-01-13 00:04:11,2025-01-19 22:59:17,"p0000078,p0000493,p0001265,p0001347,p0001410,p0001816,p0002195,p0003280,p0003405,p0005199,p0005489,p0005818,p0006472,p0007240,p0008176,p0008204,p0008346,p0008524,p0008627,p0008755"
n00115,NEURA,Bot Spike (Week 4),2025-01-20 00:15:27,2025-01-26 23:42:15,"p0000028,p0001077,p0001574,p0002689,p0002843,p0003247,p0003575,p0003615,p0003761,p0003892,p0003905,p0004616,p0004698,p0005020,p0005427,p0005677,p0006294,p0006609,p0006664,p0006947"
n00116,NEURA,Bot Spike (Week 5),2025-01-27 00:09:39,2025-02-02 23:46:32,"p0000297,p0000373,p0000719,p0000909,p0001359,p0001478,p0001739,p0002910,p0003463,p0004149,p0004760,p0004943,p0005333,p0005736,p0006001,p0006091,p0006131,p0006282,p0006787,p0006795"
n00117,NEURA,Bot Spike (Week 6),2025-02-03 00:00:31,2025-02-09 23:55:01,"p0000435,p0001245,p0002273,p0002457,p0002539,p0002641,p0003485,p0004872,p0006825,p0007755,p0008408,p0008489,p0008539,p0008798,p0008873,p0008988,p0009292,p0009434,p0009809,p0010617"
n00118,NEURA,Bot Spike (Week 7),2025-02-10 00:15:38,2025-02-16 20:47:17,"p0000881,p0001693,p0002097,p0002330,p0003044,p0004096,p0004239,p0004543,p0004724,p0005869,p0007377,p0007632,p0007773,p0009449,p0009661,p0009815,p0009886,p0010057,p0010280,p0010650"
n00119,NEURA,Bot Spike (Week 8),2025-02-17 00:02:33,2025-02-23 22:11:21,"p0000422,p0000858,p0001036,p0001095,p0001113,p0001165,p0001260,p0001385,p0002092,p0002915,p0003012,p0003041,p0003462,p0003630,p0004920,p0005404,p0005850,p0005978,p0006124,p0006395"
n00120,NEURA,Bot Spike (Week 9),2025-02-24 01:08:23,2025-03-02 23:52:05,"p0000238,p0000992,p0001944,p0002522,p0002921,p0003141,p0003935,p0004379,p0004675,p0004717,p0005108,p0006319,p0006779,p0006805,p0006973,p0007191,p0007607,p0007835,p0007991,p0008210"
n00121,NEURA,Bot Spike (Week 10),2025-03-03 00:17:06,2025-03-09 22:15:36,"p0000416,p0000935,p0001166,p0001283,p0001470,p0002131,p0002184,p0002833,p0002902,p0003230,p0004030,p0004233,p0004780,p0005064,p0005289,p0005532,p0005804,p0006135,p0006136,p0006672"
n00122,NEURA,Bot Spike (Week 11),2025-03-10 00:01:54,2025-03-16 23:22:14,"p0000152,p0000546,p0000774,p0000809,p0001397,p0001791,p0001855,p0002489,p0002829,p0003666,p0005788,p0006661,p0007011,p0007792,p0008133,p0009340,p0009774,p0009881,p0010608,p0010710"
n00123,NEURA,Bot Spike (Week 12),2025-03-17 00:07:35,2025-03-23 23:44:20,"p0000001,p0000221,p0000610,p0000679,p0000696,p0000806,p0000843,p0001171,p0002690,p0003579,p0003880,p0005505,p0005865,p0006153,p0006364,p0006944,p0007180,p0008458,p0008737,p0008779"
n00124,NEURA,Bot Spike (Week 13),2025-03-24 00:33:29,2025-03-30 23:30:02,"p0000661,p0001638,p0001959,p0002451,p0003300,p0003883,p0004153,p0004658,p0005727,p0005785,p0007793,p0008366,p0008839,p0008900,p0009579,p0009679,p0009928,p0010115,p0010351,p0011516"
n00125,NEURA,Bot Spike (Week 14),2025-03-31 00:13:35,2025-03-31 23:33:18,"p0005939,p0006533,p0007504,p0008982,p0009115,p0012631,p0016614,p0025901,p0026020,p0027937,p0030597,p0034542,p0038441,p0039349,p0042288,p0043653,p0047139,p0048726,p0051328,p0055863"
n00126,NEURA,Coordinated Spike (Week 1),2025-01-01 00:06:08,2025-01-05 23:29:09,"p0005363,p0008144,p0008151,p0008610,p0009329,p0010713,p0011814,p0012018,p0012855,p0014701,p0014950,p0016604,p0016928,p0018442,p0019388,p0021321,p0024025,p0024377,p0025866,p0027734"
n00127,NEURA,Coordinated Spike (Week 2),2025-01-06 00:26:51,2025-01-12 21:39:38,"p0000348,p0000967,p0001040,p0001351,p0001585,p0003198,p0003554,p0004482,p0005284,p0005701,p0006676,p0007316,p0007679,p0008169,p0008312,p0008644,p0009219,p0009700,p0009961,p0012220"
n00128,NEURA,Coordinated Spike (Week 3),2025-01-13 03:31:23,2025-01-19 21:12:15,"p0000002,p0000915,p0001663,p0003301,p0004982,p0005047,p0005352,p0005779,p0005917,p0007381,p0008282,p0009348,p0010868,p0011172,p0011464,p0012141,p0013248,p0014812,p0014829,p0015063"
n00129,NEURA,Coordinated Spike (Week 4),2025-01-20 01:36:01,2025-01-26 23:11:13,"p0000631,p0001091,p0003202,p0003229,p0003803,p0004997,p0005296,p0005675,p0005761,p0006270,p0006629,p0006902,p0008904,p0009556,p0010445,p0012098,p0012390,p0012670,p0013463,p0014724"
n00130,NEURA,Coordinated Spike (Week 5),2025-01-27 00:05:20,2025-02-02 23:47:42,"p0000378,p0002836,p0004503,p0004568,p0005582,p0006054,p0006147,p0007071,p0009722,p0010674,p0010891,p0011704,p0012013,p0013989,p0014693,p0015784,p0018124,p0018256,p0020202,p0021548"
n00131,NEURA,Coordinated Spike (Week 6),2025-02-03 00:09:04,2025-02-09 23:54:12,"p0002103,p0002738,p0003814,p0005975,p0007162,p0007163,p0008512,p0010880,p0011497,p0012399,p0014498,p0014717,p0015684,p0016019,p0016964,p0019295,p0019605,p0019837,p0020276,p0020483"
n00132,NEURA,Coordinated Spike (Week 7),2025-02-10 00:11:08,2025-02-16 20:31:25,"p0001510,p0002142,p0002502,p0003090,p0003248,p0005111,p0005481,p0006266,p0006553,p0007529,p0008197,p0009270,p0009956,p0010125,p0011347,p0011954,p0012458,p0017339,p0017574,p0017584"
n00133,NEURA,Coordinated Spike (Week 8),2025-02-17 01:30:54,2025-02-23 20:24:12,"p0001354,p0001865,p0002971,p0003206,p0003391,p0004086,p0005165,p0005683,p0006056,p0007508,p0009614,p0010208,p0010281,p0010990,p0012790,p0013633,p0015179,p0015268,p0015357,p0015759"
n00134,NEURA,Coordinated Spike (Week 9),2025-02-24 01:55:35,2025-03-02 23:58:16,"p0000306,p0001301,p0002775,p0003611,p0006474,p0007103,p0011064,p0012979,p0014416,p0014683,p0014757,p0014998,p0016329,p0016913,p0017863,p0020077,p0020724,p0022340,p0022440,p0022457"
n00135,NEURA,Coordinated Spike (Week 10),2025-03-03 02:49:18,2025-03-09 22:58:40,"p0000884,p0001815,p0002859,p0005739,p0006049,p0006927,p0006981,p0007322,p0007762,p0013388,p0013671,p0013685,p0013872,p0014465,p0014526,p0014698,p0014722,p0015054,p0015074,p0015606"
n00136,NEURA,Coordinated Spike (Week 11),2025-03-10 00:15:50,2025-03-16 19:07:00,"p0000034,p0000121,p0000736,p0003238,p0003879,p0006708,p0010992,p0013922,p0014268,p0017278,p0019898,p0020089,p0020789,p0020987,p0021585,p0021760,p0021883,p0021892,p0022773,p0025162"
n00137,NEURA,Coordinated Spike (Week 12),2025-03-17 01:33:51,2025-03-23 21:01:38,"p0000064,p0001352,p0002138,p0004809,p0005834,p0006293,p0006323,p0006693,p0007037,p0007081,p0007626,p0007927,p0007931,p0008441,p0008572,p0009274,p0010607,p0010625,p0010686,p0013723"
n00138,NEURA,Coordinated Spike (Week 13),2025-03-24 01:38:23,2025-03-30 22:00:51,"p0000954,p0002691,p0004059,p0004705,p0004807,p0005151,p0006793,p0007548,p0008297,p0008424,p0008965,p0009104,p0009437,p0009914,p0011912,p0012916,p0013372,p0014957,p0015362,p0015478"
n00139,NEURA,Coordinated Spike (Week 14),2025-03-31 00:41:00,2025-03-31 23:47:13,"p0006908,p0012321,p0016345,p0016508,p0023330,p0028986,p0039158,p0045525,p0051958,p0063424,p0065769,p0076500,p0087233,p0088930,p0098445"
n00140,NEURA,Doubt Spike (Week 1),2025-01-01 00:27:34,2025-01-05 23:31:33,"p0000132,p0000628,p0001349,p0002418,p0002777,p0003417,p0003885,p0004506,p0004841,p0005742,p0006096,p0008469,p0009267,p0009446,p0010061,p0010258,p0010552,p0011007,p0012997,p0013717"
n00141,NEURA,Doubt Spike (Week 2),2025-01-06 00:51:26,2025-01-12 22:41:24,"p0000201,p0000456,p0000861,p0003003,p0003109,p0003454,p0003518,p0003600,p0003623,p0003728,p0003860,p0003985,p0004534,p0004846,p0005269,p0005306,p0005402,p0007090,p0007985,p0009230"
n00142,NEURA,Doubt Spike (Week 3),2025-01-13 00:47:06,2025-01-19 22:43:29,"p0000895,p0002283,p0002968,p0004363,p0004610,p0004631,p0005329,p0005616,p0006476,p0007032,p0008537,p0008735,p0010924,p0011561,p0012131,p0012710,p0014562,p0016416,p0016421,p0016445"
n00143,NEURA,Doubt Spike (Week 4),2025-01-20 02:25:21,2025-01-26 23:24:37,"p0000591,p0001075,p0002040,p0002420,p0002423,p0002565,p0003108,p0004390,p0004471,p0005283,p0005697,p0005972,p0005993,p0006104,p0006777,p0007299,p0008384,p0009090,p0009169,p0010158"
n00144,NEURA,Doubt Spike (Week 5),2025-01-27 03:07:37,2025-02-02 22:59:42,"p0000013,p0003414,p0005547,p0005721,p0006063,p0006363,p0006431,p0008334,p0008588,p0009158,p0009801,p0009967,p0011042,p0013504,p0013831,p0014002,p0016350,p0016665,p0016898,p0017667"
n00145,NEURA,Doubt Spike (Week 6),2025-02-03 03:09:58,2025-02-09 23:53:07,"p0000815,p0000922,p0001735,p0002088,p0003795,p0004749,p0004913,p0006307,p0006933,p0007127,p0007982,p0008063,p0010102,p0010355,p0012222,p0012242,p0012316,p0012370,p0012381,p0012614"
n00146,NEURA,Doubt Spike (Week 7),2025-02-10 00:13:31,2025-02-16 23:43:27,"p0000786,p0001201,p0002350,p0003800,p0003944,p0004003,p0004266,p0005206,p0005299,p0006008,p0006370,p0007074,p0008976,p0009181,p0009384,p0010857,p0011276,p0011728,p0012616,p0012652"
n00147,NEURA,Doubt Spike (Week 8),2025-02-17 00:34:21,2025-02-23 20:36:07,"p0001472,p0002373,p0003455,p0004639,p0004793,p0005142,p0006004,p0006608,p0007099,p0007151,p0008791,p0009102,p0009202,p0010136,p0011586,p0012387,p0012980,p0013906,p0014570,p0015224"
n00148,NEURA,Doubt Spike (Week 9),2025-02-24 01:12:53,2025-03-02 23:58:40,"p0000791,p0001912,p0002209,p0002224,p0002607,p0003062,p0003659,p0005509,p0005601,p0007389,p0007889,p0009411,p0010108,p0010238,p0010688,p0010946,p0011640,p0011762,p0011889,p0012920"
n00149,NEURA,Doubt Spike (Week 10),2025-03-03 00:12:15,2025-03-09 22:41:40,"p0000048,p0001377,p0002563,p0002719,p0003077,p0003298,p0004957,p0005366,p0005674,p0005713,p0006034,p0006271,p0006336,p0007269,p0008001,p0008499,p0008675,p0008790,p0008917,p0010122"
n00150,NEURA,Doubt Spike (Week 11),2025-03-10 00:40:35,2025-03-16 23:52:09,"p0003499,p0004209,p0006441,p0006529,p0007036,p0007880,p0007881,p0008393,p0009173,p0009508,p0009838,p0010170,p0010427,p0010735,p0013234,p0014127,p0014415,p0015229,p0018669,p0020332"
n00151,NEURA,Doubt Spike (Week 12),2025-03-17 01:24:13,2025-03-23 23:17:43,"p0000876,p0001820,p0002499,p0002888,p0003383,p0003772,p0004139,p0004563,p0005109,p0005996,p0006770,p0007421,p0008463,p0008785,p0009119,p0009788,p0011089,p0011352,p0012517,p0012754"
n00152,NEURA,Doubt Spike (Week 13),2025-03-24 01:56:07,2025-03-30 22:27:52,"p0000029,p0001744,p0002538,p0002736,p0003010,p0003127,p0003331,p0004117,p0006457,p0007144,p0007275,p0007581,p0008497,p0009689,p0009825,p0010808,p0012773,p0013141,p0013704,p0013875"
n00153,NEURA,Doubt Spike (Week 14),2025-03-31 00:24:16,2025-03-31 23:04:59,"p0000597,p0004167,p0004214,p0008122,p0009008,p0013898,p0013995,p0024067,p0034671,p0039665,p0045170,p0049623,p0053927,p0059664,p0059681,p0065448,p0068969,p0070588,p0070939,p0072087"
n00154,NEURA,Fake News Spike (Week 1),2025-01-01 06:59:36,2025-01-05 19:51:48,"p0001254,p0003278,p0005251,p0007684,p0016261,p0017470,p0023957,p0027343,p0030166,p0031096,p0031310,p0037812,p0042204,p0043030,p0057422,p0059571,p0061006,p0065865,p0070584,p0074899"
n00155,NEURA,Fake News Spike (Week 2),2025-01-06 04:57:01,2025-01-12 15:25:06,"p0003018,p0008053,p0008275,p0010900,p0011255,p0014581,p0017413,p0020635,p0020795,p0025638,p0029523,p0032829,p0038914,p0044695,p0052808,p0054619,p0055046,p0055484,p0058187,p0059099"
n00156,NEURA,Fake News Spike (Week 3),2025-01-13 01:29:13,2025-01-19 18:37:42,"p0002808,p0010034,p0012240,p0013407,p0016405,p0017092,p0025567,p0030918,p0031806,p0035364,p0037399,p0037720,p0040620,p0043126,p0046058,p0054201,p0061254,p0065521,p0070665,p0075604"
n00157,NEURA,Fake News Spike (Week 4),2025-01-20 02:49:45,2025-01-26 10:57:20,"p0001961,p0002063,p0006950,p0007752,p0007884,p0009630,p0010794,p0011040,p0011613,p0013625,p0016845,p0020947,p0021512,p0026218,p0035747,p0036197,p0036872,p0041741,p0042866,p0043403"
n00158,NEURA,Fake News Spike (Week 5),2025-01-27 10:52:01,2025-02-02 21:27:29,"p0002481,p0005520,p0009430,p0012169,p0015776,p0016433,p0018670,p0018718,p0021341,p0028344,p0028795,p0035683,p0037473,p0047262,p0047578,p0048016,p0049074,p0050020,p0050438,p0051063"
n00159,NEURA,Fake News Spike (Week 6),2025-02-03 00:59:50,2025-02-09 16:02:34,"p0001922,p0002693,p0004716,p0013345,p0017460,p0018203,p0018315,p0023162,p0023659,p0027702,p0029874,p0029940,p0036074,p0039037,p0042647,p0047246,p0054290,p0055286,p0059693,p0061169"
n00160,NEURA,Fake News Spike (Week 7),2025-02-10 02:32:11,2025-02-16 23:48:48,"p0001998,p0002369,p0007928,p0009494,p0011757,p0012047,p0012234,p0015093,p0015374,p0034173,p0034468,p0036091,p0037425,p0039550,p0042201,p0043761,p0049795,p0049849,p0051151,p0051244"
n00161,NEURA,Fake News Spike (Week 8),2025-02-17 00:54:55,2025-02-23 22:16:34,"p0000359,p0003431,p0003633,p0003710,p0004462,p0004478,p0004907,p0010042,p0011389,p0011998,p0013111,p0013428,p0014320,p0014880,p0015573,p0015624,p0016516,p0020027,p0022508,p0023591"
n00162,NEURA,Fake News Spike (Week 9),2025-02-24 04:16:20,2025-03-02 16:57:36,"p0000994,p0005175,p0005408,p0018888,p0021502,p0026656,p0027065,p0027514,p0031606,p0032758,p0034720,p0034944,p0038870,p0041990,p0043604,p0045263,p0047798,p0049070,p0055096,p0055303"
n00163,NEURA,Fake News Spike (Week 10),2025-03-03 01:55:25,2025-03-09 23:10:18,"p0000737,p0001900,p0004593,p0004812,p0004865,p0005465,p0005512,p0007111,p0008726,p0010761,p0011680,p0012449,p0013837,p0014009,p0034277,p0036163,p0036401,p0038806,p0044504,p0049586"
n00164,NEURA,Fake News Spike (Week 11),2025-03-10 01:40:56,2025-03-16 19:34:38,"p0001104,p0002682,p0005460,p0008136,p0011833,p0012897,p0019140,p0020633,p0022618,p0024523,p0024547,p0027295,p0027455,p0027887,p0029759,p0034770,p0037157,p0038110,p0038522,p0039189"
n00165,NEURA,Fake News Spike (Week 12),2025-03-17 03:05:47,2025-03-23 06:02:25,"p0001660,p0002180,p0003051,p0003492,p0004170,p0005581,p0009074,p0010730,p0015617,p0023532,p0023564,p0026432,p0032472,p0033099,p0036780,p0040003,p0040597,p0046981,p0051671,p0054173"
n00166,NEURA,Fake News Spike (Week 13),2025-03-24 02:30:40,2025-03-30 22:50:16,"p0002757,p0006197,p0006620,p0008769,p0012077,p0014726,p0024312,p0027274,p0028562,p0031377,p0035556,p0036235,p0043746,p0043801,p0048527,p0051481,p0054798,p0055673,p0056341,p0057057"
n00167,OMNI,Bot Spike (Week 1),2025-01-01 00:08:22,2025-01-05 19:09:46,"p0000473,p0000938,p0000980,p0001482,p0001578,p0001623,p0001750,p0002198,p0002763,p0002892,p0003643,p0003920,p0004147,p0005048,p0005421,p0005523,p0005659,p0006052,p0007231,p0007470"
n00168,OMNI,Bot Spike (Week 2),2025-01-06 00:07:53,2025-01-12 23:44:51,"p0000146,p0000245,p0000656,p0000752,p0000840,p0002721,p0004747,p0005079,p0005187,p0006108,p0006289,p0006414,p0007031,p0007146,p0007351,p0008289,p0008734,p0010069,p0010078,p0010600"
n00169,OMNI,Bot Spike (Week 3),2025-01-13 00:03:43,2025-01-19 23:46:28,"p0000674,p0001624,p0001895,p0002011,p0002087,p0002193,p0002296,p0003669,p0003834,p0003838,p0004826,p0005041,p0005090,p0005403,p0005802,p0006154,p0006234,p0006262,p0006638,p0009656"
n00170,OMNI,Bot Spike (Week 4),2025-01-20 00:55:37,2025-01-26 23:23:09,"p0000217,p0000807,p0000912,p0002205,p0002728,p0002900,p0003195,p0003855,p0004391,p0004678,p0004958,p0006081,p0006398,p0007491,p0007579,p0009582,p0010163,p0010580,p0011067,p0011747"
n00171,OMNI,Bot Spike (Week 5),2025-01-27 00:18:20,2025-02-02 22:21:35,"p0000439,p0000448,p0000635,p0001206,p0001263,p0001614,p0001920,p0002241,p0002430,p0002933,p0003441,p0003722,p0004764,p0005745,p0005758,p0006505,p0006846,p0006963,p0007276,p0007280"
n00172,OMNI,Bot Spike (Week 6),2025-02-03 00:00:25,2025-02-09 23:43:09,"p0000739,p0001731,p0002006,p0002464,p0002600,p0002636,p0002662,p0003555,p0004654,p0005765,p0005924,p0006007,p0007179,p0007798,p0008331,p0008613,p0008850,p0009000,p0009415,p0009682"
n00173,OMNI,Bot Spike (Week 7),2025-02-10 00:42:01,2025-02-16 20:32:05,"p0000907,p0001079,p0002117,p0002519,p0003397,p0003894,p0004440,p0004646,p0005087,p0005966,p0006313,p0006766,p0006984,p0007178,p0007615,p0008350,p0008557,p0009013,p0009447,p0009662"
n00174,OMNI,Bot Spike (Week 8),2025-02-17 01:42:30,2025-02-23 22:20:45,"p0000039,p0000206,p0000427,p0000698,p0001345,p0002436,p0002603,p0002724,p0002891,p0003491,p0004307,p0004942,p0005188,p0005772,p0005810,p0006220,p0006783,p0007437,p0008433,p0008719"
n00175,OMNI,Bot Spike (Week 9),2025-02-24 01:24:25,2025-03-02 23:24:54,"p0000017,p0000463,p0001334,p0001467,p0001738,p0001954,p0002068,p0002346,p0002392,p0002801,p0003269,p0003394,p0003660,p0003949,p0004477,p0004479,p0005113,p0006736,p0006764,p0007767"
n00176,OMNI,Bot Spike (Week 10),2025-03-03 00:35:07,2025-03-09 21:39:50,"p0000537,p0001451,p0001589,p0001672,p0002152,p0003886,p0003896,p0004409,p0004420,p0004499,p0004660,p0006263,p0006361,p0006404,p0006891,p0007498,p0007506,p0007646,p0007719,p0008109"
n00177,OMNI,Bot Spike (Week 11),2025-03-10 00:46:27,2025-03-16 23:43:57,"p0001383,p0001670,p0002022,p0002699,p0003422,p0003475,p0003865,p0004088,p0004414,p0004562,p0004786,p0005065,p0005119,p0005202,p0005313,p0005689,p0005879,p0006169,p0006855,p0006941"
n00178,OMNI,Bot Spike (Week 12),2025-03-17 00:02:27,2025-03-23 23:46:46,"p0000176,p0000655,p0000945,p0001141,p0001237,p0002119,p0002318,p0002319,p0003213,p0003642,p0003653,p0003872,p0005280,p0005798,p0006129,p0006351,p0006726,p0007159,p0008218,p0009302"
n00179,OMNI,Bot Spike (Week 13),2025-03-24 00:43:09,2025-03-30 23:37:50,"p0000593,p0000633,p0001433,p0001986,p0002064,p0003100,p0003234,p0003859,p0004977,p0005575,p0005813,p0006332,p0007353,p0007891,p0008482,p0008831,p0008975,p0009667,p0009784,p0010393"
n00180,OMNI,Bot Spike (Week 14),2025-03-31 01:03:37,2025-03-31 23:51:51,"p0002175,p0002715,p0011637,p0022088,p0026269,p0028145,p0037495,p0037836,p0042818,p0047988,p0052867,p0055616,p0059086,p0059635,p0067002,p0074758,p0080423,p0081126,p0082852,p0088309"
n00181,OMNI,Coordinated Spike (Week 1),2025-01-01 00:19:06,2025-01-05 21:15:29,"p0001533,p0003662,p0004578,p0005942,p0005973,p0007024,p0008550,p0009033,p0009311,p0009821,p0010903,p0011440,p0016429,p0019245,p0021108,p0022853,p0025320,p0026000,p0028059,p0032097"
n00182,OMNI,Coordinated Spike (Week 2),2025-01-06 01:47:21,2025-01-12 23:51:44,"p0000328,p0000735,p0001999,p0002294,p0003471,p0003725,p0004249,p0005302,p0006660,p0008564,p0008565,p0009937,p0010242,p0010562,p0012369,p0012560,p0012901,p0014864,p0016239,p0016569"
n00183,OMNI,Coordinated Spike (Week 3),2025-01-13 00:28:19,2025-01-19 23:27:16,"p0001647,p0004397,p0006718,p0007706,p0008414,p0008467,p0010246,p0013571,p0013599,p0014553,p0014922,p0015465,p0017005,p0017849,p0019182,p0019647,p0020659,p0021337,p0022812,p0023577"
n00184,OMNI,Coordinated Spike (Week 4),2025-01-20 00:30:00,2025-01-26 22:54:18,"p0002215,p0002575,p0003220,p0003390,p0004527,p0004744,p0007513,p0008450,p0009625,p0012438,p0014910,p0016406,p0016582,p0017676,p0018193,p0018877,p0019236,p0019518,p0021376,p0023150"
n00185,OMNI,Coordinated Spike (Week 5),2025-01-27 00:29:46,2025-02-02 23:22:30,"p0000174,p0003282,p0003284,p0003837,p0003869,p0004169,p0004339,p0004659,p0004722,p0006175,p0007000,p0009627,p0010801,p0011799,p0013212,p0014516,p0015241,p0016513,p0016870,p0017062"
n00186,OMNI,Coordinated Spike (Week 6),2025-02-03 06:56:38,2025-02-09 21:58:05,"p0001496,p0004682,p0004914,p0005968,p0006127,p0008901,p0009078,p0010020,p0011668,p0012090,p0012181,p0012485,p0013654,p0017556,p0017988,p0019706,p0019789,p0020832,p0021811,p0021921"
