account_id,username,created_at,followers,following,posts_per_day,credibility
acc01020,user_01020,2024-03-20,32218,1767,129,low
acc01021,user_01021,2024-09-23,14939,285,63,medium
acc01022,user_01022,2022-11-01,21028,561,163,low
acc01023,user_01023,2023-04-23,42307,192,46,medium
acc01024,user_01024,2024-05-30,26684,1527,8,high
acc01025,user_01025,2022-07-28,24504,1691,182,low
acc01026,user_01026,2022-10-14,10418,144,9,high
acc01027,user_01027,2023-11-15,8889,1608,179,low
acc01028,user_01028,2023-05-30,1897,365,76,medium
acc01029,user_01029,2022-08-28,3776,520,4,high
acc01030,user_01030,2024-11-11,23617,1453,8,high
acc01031,user_01031,2023-12-21,30423,1044,5,high
acc01032,user_01032,2023-02-04,2002,505,81,low
acc01033,user_01033,2023-05-04,29235,373,175,low
acc01034,user_01034,2023-06-17,22921,715,200,low
acc01035,user_01035,2022-11-27,45144,195,5,high
acc01036,user_01036,2023-12-03,3253,343,57,low
acc01037,user_01037,2022-04-19,14045,1765,69,medium
acc01038,user_01038,2023-02-08,13548,561,4,high
acc01039,user_01039,2023-07-26,1314,1780,46,medium
acc01040,user_01040,2023-09-04,8671,1335,20,medium
acc01041,user_01041,2022-10-04,554,468,10,high
acc01042,user_01042,2023-01-03,46489,1326,128,low
acc01043,user_01043,2022-06-30,24672,1754,158,low
acc01044,user_01044,2024-04-18,14300,965,167,low
acc01045,user_01045,2022-09-10,40868,823,183,low
acc01046,user_01046,2024-12-25,33522,1366,26,medium
acc01047,user_01047,2023-03-11,38913,1257,193,low
acc01048,user_01048,2023-02-01,7084,996,126,low
acc01049,user_01049,2024-03-24,41982,675,6,high
acc01050,user_01050,2023-03-02,46602,1960,116,low
acc01051,user_01051,2024-06-23,9825,1069,39,medium
acc01052,user_01052,2022-09-30,39323,837,1,high
acc01053,user_01053,2023-02-04,9170,1487,40,medium
acc01054,user_01054,2024-03-05,17001,1867,8,high
acc01055,user_01055,2023-12-01,48282,82,153,low
acc01056,user_01056,2023-05-27,12446,712,65,medium
acc01057,user_01057,2024-05-19,44978,1104,65,medium
acc01058,user_01058,2023-09-02,44031,744,70,medium
acc01059,user_01059,2022-08-20,11140,1731,39,medium
acc01060,user_01060,2023-06-10,11870,611,76,medium
acc01061,user_01061,2024-08-23,48556,539,8,high
acc01062,user_01062,2023-06-09,49998,1879,71,medium
acc01063,user_01063,2023-03-03,5852,465,6,high
acc01064,user_01064,2022-12-01,20125,871,107,low
acc01065,user_01065,2024-04-10,38375,612,145,low
acc01066,user_01066,2023-09-08,3517,1784,80,low
acc01067,user_01067,2023-05-18,40675,155,57,medium
acc01068,user_01068,2023-08-08,7852,1786,99,low
acc01069,user_01069,2023-07-09,19553,856,44,medium
acc01070,user_01070,2024-08-14,13126,711,3,high
acc01071,user_01071,2022-07-02,29987,303,195,low
acc01072,user_01072,2022-10-27,5296,1008,96,low
acc01073,user_01073,2024-02-16,41582,128,95,low
acc01074,user_01074,2024-03-27,13722,1568,8,high
acc01075,user_01075,2022-11-11,10383,1012,10,high
acc01076,user_01076,2023-04-13,28423,1307,3,high
acc01077,user_01077,2023-10-20,31286,795,153,low
acc01078,user_01078,2023-07-05,13068,1506,1,high
acc01079,user_01079,2022-07-03,21116,1560,53,low
acc01080,user_01080,2024-12-14,44351,18,32,medium
acc01081,user_01081,2024-04-22,14828,1430,66,medium
acc01082,user_01082,2024-08-22,6731,795,129,low
acc01083,user_01083,2024-02-23,10945,143,57,medium
acc01084,user_01084,2022-05-06,19059,943,5,high
acc01085,user_01085,2023-05-02,34348,701,53,medium
acc01086,user_01086,2024-01-17,32124,745,84,low
acc01087,user_01087,2022-05-07,26436,49,3,high
acc01088,user_01088,2022-12-19,8598,442,4,high
acc01089,user_01089,2023-05-09,33071,356,21,medium
acc01090,user_01090,2023-01-04,42633,1632,6,high
acc01091,user_01091,2022-07-19,41964,533,7,high
acc01092,user_01092,2024-11-13,38923,108,59,medium
acc01093,user_01093,2023-03-04,1293,108,26,medium
acc01094,user_01094,2023-11-02,29118,788,27,medium
acc01095,user_01095,2024-04-18,31090,1447,9,high
acc01096,user_01096,2023-01-21,44940,1300,4,high
acc01097,user_01097,2023-10-29,43362,216,5,high
acc01098,user_01098,2024-03-31,40815,1250,53,medium
acc01099,user_01099,2023-10-31,6875,1057,28,medium
acc01100,user_01100,2024-09-03,18527,243,59,medium
acc01101,user_01101,2024-06-12,39911,419,8,high
acc01102,user_01102,2022-04-11,13216,743,183,low
acc01103,user_01103,2024-03-05,10510,90,46,medium
acc01104,user_01104,2022-06-14,13611,1419,51,medium
acc01105,user_01105,2024-05-06,179,36,134,low
acc01106,user_01106,2022-06-18,7237,1720,25,medium
acc01107,user_01107,2023-08-15,9774,1954,62,medium
acc01108,user_01108,2024-10-17,47419,1491,9,high
acc01109,user_01109,2023-03-14,15149,945,5,high
acc01110,user_01110,2023-09-14,3282,214,117,low
acc01111,user_01111,2022-08-13,19042,747,1,high
acc01112,user_01112,2023-10-23,48400,247,40,medium
acc01113,user_01113,2024-12-23,9069,1368,1,high
acc01114,user_01114,2024-01-31,23430,1841,30,medium
acc01115,user_01115,2022-07-17,48042,200,118,low
acc01116,user_01116,2024-06-28,7460,830,137,low
acc01117,user_01117,2024-03-29,25278,1422,166,low
acc01118,user_01118,2023-03-09,10930,241,157,low
acc01119,user_01119,2022-05-12,10446,222,1,high
acc01120,user_01120,2022-10-03,37286,1399,173,low
acc01121,user_01121,2023-04-17,24887,1605,96,low
acc01122,user_01122,2022-08-02,44857,1812,57,low
acc01123,user_01123,2024-08-21,31659,1894,77,medium
acc01124,user_01124,2022-07-08,26953,912,78,low
acc01125,user_01125,2024-04-09,42924,653,2,high
acc01126,user_01126,2022-11-08,48734,1190,9,high
acc01127,user_01127,2024-05-17,43898,1798,56,medium
acc01128,user_01128,2023-07-16,45104,1444,182,low
acc01129,user_01129,2023-10-16,43366,1498,26,medium
acc01130,user_01130,2024-01-13,43496,1395,8,high
acc01131,user_01131,2024-08-02,36591,1836,44,medium
acc01132,user_01132,2024-12-21,42165,1923,23,medium
acc01133,user_01133,2022-08-16,30755,1754,9,high
acc01134,user_01134,2024-10-17,49245,1016,92,low
acc01135,user_01135,2024-01-29,18229,113,111,low
acc01136,user_01136,2023-06-18,42160,785,34,medium
acc01137,user_01137,2024-10-13,30087,919,110,low
acc01138,user_01138,2024-10-03,32666,925,48,medium
acc01139,user_01139,2023-08-11,48839,1348,80,low
acc01140,user_01140,2023-11-15,27023,83,2,high
acc01141,user_01141,2025-01-01,5956,1631,55,medium
acc01142,user_01142,2023-03-21,19962,1832,59,medium
acc01143,user_01143,2024-06-04,42899,1385,55,medium
acc01144,user_01144,2023-12-26,3556,1682,137,low
acc01145,user_01145,2024-01-28,36710,1581,8,high
acc01146,user_01146,2023-09-05,46966,1355,58,medium
acc01147,user_01147,2024-09-07,6385,1565,165,low
acc01148,user_01148,2024-12-30,22371,737,34,medium
acc01149,user_01149,2024-03-09,35893,1079,71,medium
acc01150,user_01150,2024-11-16,10758,1018,77,low
acc01151,user_01151,2024-09-14,16665,1261,7,high
acc01152,user_01152,2024-08-31,25748,451,4,high
acc01153,user_01153,2022-12-30,22146,230,98,low
acc01154,user_01154,2022-05-29,41500,1725,61,low
acc01155,user_01155,2024-08-28,29524,946,57,medium
acc01156,user_01156,2022-04-28,33043,285,57,medium
acc01157,user_01157,2023-07-08,48248,109,51,low
acc01158,user_01158,2023-10-16,38346,999,79,medium
acc01159,user_01159,2022-06-03,11613,1426,69,medium
acc01160,user_01160,2022-12-15,8413,222,31,medium
acc01161,user_01161,2023-08-04,25209,867,132,low
acc01162,user_01162,2023-01-23,49962,518,78,medium
acc01163,user_01163,2022-04-21,22469,1997,151,low
acc01164,user_01164,2022-09-30,8740,292,165,low
acc01165,user_01165,2024-03-01,45973,1131,181,low
acc01166,user_01166,2023-03-26,14243,421,191,low
acc01167,user_01167,2023-01-01,19043,1416,10,high
acc01168,user_01168,2023-01-05,42604,1972,83,low
acc01169,user_01169,2023-06-26,45502,1314,9,high
acc01170,user_01170,2022-11-14,23084,1161,79,low
acc01171,user_01171,2023-05-28,43722,1464,199,low
acc01172,user_01172,2024-03-15,27681,1665,186,low
acc01173,user_01173,2024-09-14,1656,790,9,high
acc01174,user_01174,2023-02-15,3709,419,1,high
acc01175,user_01175,2024-03-14,44786,523,91,low
acc01176,user_01176,2023-01-25,19342,427,1,high
acc01177,user_01177,2023-12-31,29661,219,22,medium
acc01178,user_01178,2023-02-10,48463,1160,75,medium
acc01179,user_01179,2023-11-30,15571,1056,9,high
acc01180,user_01180,2023-01-23,43548,106,38,medium
acc01181,user_01181,2023-11-02,44901,650,149,low
acc01182,user_01182,2024-12-19,48737,524,23,medium
acc01183,user_01183,2022-07-27,29036,1709,10,high
acc01184,user_01184,2022-11-20,38560,1129,6,high
acc01185,user_01185,2024-06-14,47507,1984,58,medium
acc01186,user_01186,2023-09-30,11627,1408,5,high
acc01187,user_01187,2022-04-22,11389,1515,3,high
acc01188,user_01188,2023-12-12,2663,887,27,medium
acc01189,user_01189,2024-04-06,8524,339,192,low
acc01190,user_01190,2024-04-15,369,686,74,medium
acc01191,user_01191,2024-11-22,10073,1911,89,low
acc01192,user_01192,2022-11-01,40984,1270,63,low
acc01193,user_01193,2023-08-18,37530,1136,39,medium
acc01194,user_01194,2022-10-22,46378,660,68,low
acc01195,user_01195,2022-04-28,12050,1076,34,medium
acc01196,user_01196,2024-07-22,27258,1122,9,high
acc01197,user_01197,2024-09-29,22898,463,45,medium
acc01198,user_01198,2024-01-28,23645,611,6,high
acc01199,user_01199,2023-07-08,31120,1159,10,high
acc01200,user_01200,2024-09-06,43839,718,20,medium
acc01201,user_01201,2022-06-20,42091,1266,111,low
acc01202,user_01202,2022-04-26,2613,1407,35,medium
acc01203,user_01203,2022-06-09,7430,800,147,low
acc01204,user_01204,2022-12-22,18535,60,188,low
acc01205,user_01205,2022-11-05,24573,1063,72,medium
acc01206,user_01206,2023-08-22,2873,617,48,medium
acc01207,user_01207,2024-02-08,33678,178,32,medium
acc01208,user_01208,2022-04-13,35256,1102,3,high
acc01209,user_01209,2024-05-31,43931,1299,2,high
acc01210,user_01210,2022-08-30,6810,431,7,high
acc01211,user_01211,2023-01-13,48586,1597,73,medium
acc01212,user_01212,2022-11-29,44960,324,68,low
acc01213,user_01213,2022-12-29,21739,87,8,high
acc01214,user_01214,2024-11-07,11664,1636,2,high
acc01215,user_01215,2024-10-21,37680,1692,192,low
acc01216,user_01216,2023-11-11,25430,933,5,high
acc01217,user_01217,2023-10-16,20735,44,45,medium
acc01218,user_01218,2023-07-04,386,1323,80,low
acc01219,user_01219,2024-10-29,49542,1537,59,medium
acc01220,user_01220,2023-01-15,4757,742,22,medium
acc01221,user_01221,2024-03-11,44949,627,26,medium
acc01222,user_01222,2024-03-19,28683,791,25,medium
acc01223,user_01223,2023-09-04,10244,1102,57,low
acc01224,user_01224,2022-11-29,25624,1641,3,high
acc01225,user_01225,2022-04-24,41552,305,38,medium
acc01226,user_01226,2022-04-27,730,1143,145,low
acc01227,user_01227,2024-08-28,2737,20,29,medium
acc01228,user_01228,2023-11-25,35202,1131,58,medium
acc01229,user_01229,2024-05-31,49040,1528,5,high
acc01230,user_01230,2024-05-30,27043,1864,42,medium
acc01231,user_01231,2023-07-27,9335,339,74,medium
acc01232,user_01232,2023-04-11,16563,407,4,high
acc01233,user_01233,2023-02-14,37178,1755,3,high
acc01234,user_01234,2023-09-17,42249,1135,9,high
acc01235,user_01235,2023-02-14,4414,523,5,high
acc01236,user_01236,2022-12-20,38049,1007,4,high
acc01237,user_01237,2024-08-23,43994,1352,141,low
acc01238,user_01238,2024-03-16,40600,152,2,high
acc01239,user_01239,2023-08-23,29533,682,6,high
acc01240,user_01240,2024-02-23,45446,1206,62,medium
acc01241,user_01241,2023-06-01,23887,1664,10,high
acc01242,user_01242,2024-07-13,316,651,159,low
acc01243,user_01243,2023-01-03,48484,1322,4,high
acc01244,user_01244,2022-08-25,23559,285,120,low
acc01245,user_01245,2024-01-28,31454,957,66,medium
acc01246,user_01246,2022-10-31,20019,1007,141,low
acc01247,user_01247,2024-07-06,42306,1252,26,medium
acc01248,user_01248,2022-08-06,9175,1835,5,high
acc01249,user_01249,2024-04-07,48073,1825,32,medium
acc01250,user_01250,2022-12-19,4941,1837,24,medium
acc01251,user_01251,2023-03-27,2044,1674,9,high
acc01252,user_01252,2023-11-14,38668,445,57,medium
acc01253,user_01253,2024-04-10,35616,1840,9,high
acc01254,user_01254,2023-03-04,9740,759,50,medium
acc01255,user_01255,2022-07-04,38640,1511,107,low
acc01256,user_01256,2023-09-14,32841,1055,84,low
acc01257,user_01257,2023-12-26,32910,31,7,high
acc01258,user_01258,2022-08-17,40241,1411,35,medium
acc01259,user_01259,2024-08-11,29243,336,9,high
acc01260,user_01260,2022-05-06,37081,1360,10,high
acc01261,user_01261,2022-05-16,23514,92,8,high
acc01262,user_01262,2024-05-09,4119,551,8,high
acc01263,user_01263,2024-11-19,43816,433,109,low
acc01264,user_01264,2022-10-14,23674,804,78,medium
acc01265,user_01265,2022-07-14,3043,91,166,low
acc01266,user_01266,2024-09-18,46120,1993,40,medium
acc01267,user_01267,2022-09-05,17923,1719,60,medium
acc01268,user_01268,2023-05-20,35674,1177,36,medium
acc01269,user_01269,2023-03-04,24806,758,7,high
acc01270,user_01270,2022-06-27,5101,1068,61,medium
acc01271,user_01271,2022-04-11,14607,1067,146,low
acc01272,user_01272,2022-09-18,22612,1007,140,low
acc01273,user_01273,2023-08-07,9107,910,51,low
acc01274,user_01274,2024-10-15,33720,1327,4,high
acc01275,user_01275,2024-08-01,12249,332,104,low
acc01276,user_01276,2023-02-25,15095,859,80,low
acc01277,user_01277,2023-08-27,44251,990,79,low
acc01278,user_01278,2023-05-08,10567,1335,103,low
acc01279,user_01279,2024-04-27,2827,271,55,low
acc01280,user_01280,2024-07-21,8829,1299,57,medium
acc01281,user_01281,2022-07-04,37504,310,22,medium
acc01282,user_01282,2024-04-12,11798,1068,3,high
acc01283,user_01283,2023-03-21,1220,1809,194,low
acc01284,user_01284,2023-02-24,18576,1949,66,medium
acc01285,user_01285,2023-09-30,39749,975,4,high
acc01286,user_01286,2024-05-22,26920,1240,93,low
acc01287,user_01287,2022-09-14,11919,1286,10,high
acc01288,user_01288,2024-04-06,10991,1493,52,medium
acc01289,user_01289,2022-06-02,29718,1231,41,medium
acc01290,user_01290,2024-05-11,24786,799,24,medium
acc01291,user_01291,2024-12-16,13261,1080,2,high
acc01292,user_01292,2023-10-30,9801,1250,63,medium
acc01293,user_01293,2023-09-02,40288,1238,3,high
acc01294,user_01294,2023-08-05,49308,250,9,high
acc01295,user_01295,2023-02-26,8541,1857,8,high
acc01296,user_01296,2022-09-07,78,1846,54,medium
acc01297,user_01297,2023-10-18,34212,871,61,medium
acc01298,user_01298,2023-01-18,34722,888,61,low
acc01299,user_01299,2022-10-16,24984,727,8,high
acc01300,user_01300,2022-12-04,49908,1724,71,medium
acc01301,user_01301,2024-09-23,27884,284,56,medium
acc01302,user_01302,2022-11-09,15237,1873,172,low
acc01303,user_01303,2023-04-30,35633,846,5,high
acc01304,user_01304,2024-12-27,46474,1532,98,low
acc01305,user_01305,2023-07-16,7722,1074,10,high
acc01306,user_01306,2023-03-03,13462,1418,7,high
acc01307,user_01307,2023-12-28,6985,326,154,low
acc01308,user_01308,2024-04-17,17124,1760,199,low
acc01309,user_01309,2023-06-03,23962,1263,47,medium
acc01310,user_01310,2022-11-20,13349,856,151,low
acc01311,user_01311,2023-06-11,31619,376,70,medium
acc01312,user_01312,2023-06-13,31703,529,193,low
acc01313,user_01313,2024-01-15,46235,825,197,low
acc01314,user_01314,2022-08-10,43206,253,28,medium
acc01315,user_01315,2023-10-02,45830,1954,34,medium
acc01316,user_01316,2024-05-27,33314,830,2,high
acc01317,user_01317,2023-04-14,45682,1411,190,low
acc01318,user_01318,2024-07-21,25500,1985,23,medium
acc01319,user_01319,2022-10-01,5969,1696,20,medium
acc01320,user_01320,2022-05-29,39337,901,8,high
acc01321,user_01321,2024-04-07,14533,769,2,high
acc01322,user_01322,2024-11-24,47480,797,10,high
acc01323,user_01323,2024-03-14,46635,1983,183,low
acc01324,user_01324,2022-05-09,11486,1321,23,medium
acc01325,user_01325,2024-12-22,13219,1751,162,low
acc01326,user_01326,2022-10-01,33957,595,79,medium
acc01327,user_01327,2022-10-22,39289,1055,1,high
acc01328,user_01328,2024-05-09,40317,357,64,medium
acc01329,user_01329,2023-12-30,15679,1351,22,medium
acc01330,user_01330,2024-10-05,18083,1606,3,high
acc01331,user_01331,2023-02-16,25896,840,140,low
acc01332,user_01332,2023-07-21,1007,1519,32,medium
acc01333,user_01333,2022-06-05,5909,1135,24,medium
acc01334,user_01334,2022-06-10,38203,722,193,low
acc01335,user_01335,2024-05-15,39738,1982,120,low
acc01336,user_01336,2022-05-25,26473,1187,8,high
acc01337,user_01337,2024-07-06,26681,1046,5,high
acc01338,user_01338,2024-10-19,32975,612,9,high
acc01339,user_01339,2022-10-02,33638,1969,79,low
acc01340,user_01340,2022-09-22,37676,522,187,low
acc01341,user_01341,2022-04-18,24712,1163,48,medium
acc01342,user_01342,2022-11-18,22260,1978,112,low
acc01343,user_01343,2022-06-28,38458,1775,167,low
acc01344,user_01344,2024-09-04,16896,148,8,high
acc01345,user_01345,2023-02-08,45952,480,106,low
acc01346,user_01346,2022-04-29,23140,1067,155,low
acc01347,user_01347,2023-01-15,17258,518,20,medium
acc01348,user_01348,2023-11-20,44151,1543,73,low
acc01349,user_01349,2023-06-14,11697,985,69,low
acc01350,user_01350,2024-05-23,37598,561,140,low
acc01351,user_01351,2023-08-10,48307,418,4,high
acc01352,user_01352,2022-07-23,17393,433,4,high
acc01353,user_01353,2022-08-31,16364,1722,4,high
acc01354,user_01354,2024-07-26,6991,255,42,medium
acc01355,user_01355,2023-04-14,434,1575,8,high
acc01356,user_01356,2022-08-17,31607,770,22,medium
acc01357,user_01357,2023-08-16,37651,1789,40,medium
acc01358,user_01358,2024-06-28,33497,583,175,low
acc01359,user_01359,2022-11-25,37792,272,106,low
acc01360,user_01360,2022-10-06,27733,989,9,high
acc01361,user_01361,2023-08-06,22759,816,22,medium
acc01362,user_01362,2024-07-07,29962,256,69,medium
acc01363,user_01363,2023-09-18,20686,1421,53,medium
acc01364,user_01364,2023-02-11,13811,787,1,high
acc01365,user_01365,2024-02-03,23697,1264,26,medium
acc01366,user_01366,2023-06-20,17226,495,97,low
acc01367,user_01367,2022-04-26,40179,712,170,low
acc01368,user_01368,2023-08-10,27783,441,97,low
acc01369,user_01369,2023-12-25,26253,582,145,low
acc01370,user_01370,2023-05-27,8594,1189,96,low
acc01371,user_01371,2022-09-21,6545,1486,34,medium
acc01372,user_01372,2023-06-13,28325,1763,110,low
acc01373,user_01373,2024-08-05,48401,316,100,low
acc01374,user_01374,2024-07-05,27624,1033,52,low
acc01375,user_01375,2023-07-05,47222,656,9,high
acc01376,user_01376,2024-04-20,36840,1768,126,low
acc01377,user_01377,2023-11-21,6486,1424,23,medium
acc01378,user_01378,2024-05-26,16665,985,1,high
acc01379,user_01379,2023-09-29,48797,695,26,medium
acc01380,user_01380,2023-12-30,36723,1151,142,low
acc01381,user_01381,2024-12-12,26985,258,138,low
acc01382,user_01382,2023-05-22,37741,1340,100,low
acc01383,user_01383,2024-07-07,18652,737,54,medium
acc01384,user_01384,2023-08-21,48268,925,180,low
acc01385,user_01385,2023-04-14,18777,959,7,high
acc01386,user_01386,2022-07-27,10982,1321,29,medium
acc01387,user_01387,2023-03-27,40128,1180,157,low
acc01388,user_01388,2024-10-12,10616,713,68,low
acc01389,user_01389,2024-02-12,42795,606,6,high
acc01390,user_01390,2023-04-23,42247,819,37,medium
acc01391,user_01391,2022-10-25,23800,1541,163,low
acc01392,user_01392,2022-04-19,29510,857,53,medium
acc01393,user_01393,2022-08-11,1513,266,3,high
acc01394,user_01394,2023-02-24,16491,1936,35,medium
acc01395,user_01395,2022-11-26,5247,441,64,medium
acc01396,user_01396,2024-09-18,6262,140,7,high
acc01397,user_01397,2024-11-07,1727,1588,190,low
acc01398,user_01398,2022-11-10,5455,222,184,low
acc01399,user_01399,2024-10-07,42915,1917,89,low
acc01400,user_01400,2024-05-12,16213,1520,129,low
acc01401,user_01401,2023-04-01,8284,278,163,low
acc01402,user_01402,2024-07-11,1872,81,73,medium
acc01403,user_01403,2022-08-04,21312,1779,42,medium
acc01404,user_01404,2022-04-09,35427,1924,169,low
acc01405,user_01405,2023-10-04,8854,1995,190,low
acc01406,user_01406,2024-07-04,38720,1233,54,medium
acc01407,user_01407,2023-10-14,34305,1320,194,low
acc01408,user_01408,2024-02-19,22752,996,54,medium
acc01409,user_01409,2022-09-30,5869,914,34,medium
acc01410,user_01410,2023-11-06,17026,328,143,low
acc01411,user_01411,2025-01-01,34296,1679,52,low
acc01412,user_01412,2024-03-14,30749,1105,6,high
acc01413,user_01413,2022-05-08,49510,987,8,high
acc01414,user_01414,2022-11-09,28209,1644,52,low
acc01415,user_01415,2022-10-09,473,1132,109,low
acc01416,user_01416,2023-11-07,36736,905,98,low
acc01417,user_01417,2024-07-18,46854,1519,113,low
acc01418,user_01418,2022-09-06,24796,461,44,medium
acc01419,user_01419,2023-10-27,40981,500,70,low
acc01420,user_01420,2022-10-05,40187,1663,68,medium
acc01421,user_01421,2024-03-29,18656,1338,63,medium
acc01422,user_01422,2022-09-26,17617,855,54,medium
acc01423,user_01423,2024-06-29,8953,603,2,high
acc01424,user_01424,2023-04-10,29672,567,8,high
acc01425,user_01425,2023-08-17,12306,666,59,medium
acc01426,user_01426,2024-11-12,35059,55,3,high
acc01427,user_01427,2024-03-19,17641,266,2,high
acc01428,user_01428,2022-12-19,537,486,48,medium
acc01429,user_01429,2024-12-17,32347,454,3,high
acc01430,user_01430,2024-02-17,32662,770,157,low
acc01431,user_01431,2024-01-29,5257,1737,58,low
acc01432,user_01432,2024-04-04,25717,156,1,high
acc01433,user_01433,2024-06-30,12595,1844,50,medium
acc01434,user_01434,2022-09-06,826,259,147,low
acc01435,user_01435,2023-12-04,29029,516,35,medium
acc01436,user_01436,2024-06-12,30201,1515,22,medium
acc01437,user_01437,2023-02-20,13660,978,9,high
acc01438,user_01438,2022-05-19,21172,334,129,low
acc01439,user_01439,2024-11-19,48806,1929,66,medium
acc01440,user_01440,2024-08-29,16601,995,53,medium
acc01441,user_01441,2024-06-12,23620,1827,39,medium
acc01442,user_01442,2022-04-11,7400,493,4,high
acc01443,user_01443,2024-02-04,987,352,47,medium
acc01444,user_01444,2024-09-01,25939,1626,199,low
acc01445,user_01445,2022-04-15,2752,1200,1,high
acc01446,user_01446,2023-01-28,39073,327,50,medium
acc01447,user_01447,2024-04-22,10334,1033,72,low
acc01448,user_01448,2024-01-21,49778,1290,10,high
acc01449,user_01449,2024-01-03,42242,325,1,high
acc01450,user_01450,2022-10-14,7038,267,54,medium
acc01451,user_01451,2024-02-12,36592,1624,109,low
acc01452,user_01452,2024-01-12,28751,1511,68,medium
acc01453,user_01453,2023-01-27,24757,743,1,high
acc01454,user_01454,2024-04-20,2587,1003,28,medium
acc01455,user_01455,2023-06-09,19314,1121,48,medium
acc01456,user_01456,2024-06-21,37139,392,51,medium
acc01457,user_01457,2024-02-05,47998,969,42,medium
acc01458,user_01458,2024-07-21,4513,1097,191,low
acc01459,user_01459,2024-03-05,17258,1119,8,high
acc01460,user_01460,2025-01-01,41813,1046,166,low
acc01461,user_01461,2022-07-12,1226,1279,97,low
acc01462,user_01462,2024-02-08,47251,139,111,low
acc01463,user_01463,2022-09-16,25394,398,54,medium
acc01464,user_01464,2023-08-11,36140,325,63,medium
acc01465,user_01465,2024-02-06,26856,1322,38,medium
acc01466,user_01466,2024-09-25,34288,1359,78,low
acc01467,user_01467,2022-08-30,8504,375,1,high
acc01468,user_01468,2024-09-14,31809,402,4,high
acc01469,user_01469,2023-05-28,42057,1722,1,high
acc01470,user_01470,2023-07-13,40892,1446,175,low
acc01471,user_01471,2024-11-12,24009,462,36,medium
acc01472,user_01472,2024-10-21,857,1915,65,medium
acc01473,user_01473,2022-05-27,5240,968,8,high
acc01474,user_01474,2023-12-29,36570,1532,23,medium
acc01475,user_01475,2022-10-11,46427,129,144,low
acc01476,user_01476,2023-07-10,2664,1513,37,medium
acc01477,user_01477,2024-10-14,14149,1977,5,high
acc01478,user_01478,2024-09-20,47524,483,26,medium
acc01479,user_01479,2024-06-21,12656,1087,44,medium
acc01480,user_01480,2023-05-29,40981,1950,35,medium
acc01481,user_01481,2022-11-26,36578,860,9,high
acc01482,user_01482,2022-11-09,41852,1190,26,medium
acc01483,user_01483,2023-01-13,43597,884,167,low
acc01484,user_01484,2022-10-13,11822,1136,3,high
acc01485,user_01485,2024-01-22,43092,333,179,low
acc01486,user_01486,2023-10-06,23089,1858,58,medium
acc01487,user_01487,2024-02-04,24361,854,190,low
acc01488,user_01488,2022-09-09,47570,672,47,medium
acc01489,user_01489,2023-06-05,35758,448,35,medium
acc01490,user_01490,2022-05-29,48796,530,190,low
acc01491,user_01491,2023-10-01,26023,10,165,low
acc01492,user_01492,2024-03-16,39043,43,22,medium
acc01493,user_01493,2022-07-05,19781,23,28,medium
acc01494,user_01494,2024-05-27,20637,54,106,low
acc01495,user_01495,2024-03-25,36284,1057,72,medium
acc01496,user_01496,2022-05-29,37461,326,56,medium
acc01497,user_01497,2023-09-18,23308,329,1,high
acc01498,user_01498,2023-12-23,38152,521,5,high
acc01499,user_01499,2022-09-24,19680,198,5,high
acc01500,user_01500,2023-05-30,14249,1513,45,medium
acc01501,user_01501,2022-10-13,31623,364,6,high
acc01502,user_01502,2022-09-15,6249,1229,197,low
acc01503,user_01503,2024-11-24,47893,1665,39,medium
acc01504,user_01504,2024-10-13,3664,1897,44,medium
acc01505,user_01505,2022-07-16,28462,863,139,low
acc01506,user_01506,2022-11-28,42780,1749,4,high
acc01507,user_01507,2024-12-21,41542,1602,79,medium
acc01508,user_01508,2024-11-07,19974,1083,44,medium
acc01509,user_01509,2023-06-29,37022,316,6,high
acc01510,user_01510,2023-01-18,14470,323,178,low
acc01511,user_01511,2022-04-13,29203,1551,7,high
acc01512,user_01512,2023-08-04,5903,464,56,medium
acc01513,user_01513,2022-10-19,25842,313,124,low
acc01514,user_01514,2024-10-09,31185,1180,6,high
acc01515,user_01515,2023-06-20,26161,547,23,medium
acc01516,user_01516,2023-08-07,28474,1594,7,high
acc01517,user_01517,2022-11-13,8838,994,28,medium
acc01518,user_01518,2023-08-21,25907,1345,32,medium
acc01519,user_01519,2023-06-07,40369,1516,32,medium
acc01520,user_01520,2024-04-28,4695,555,35,medium
acc01521,user_01521,2023-01-31,37749,193,132,low
acc01522,user_01522,2023-10-26,23938,723,7,high
acc01523,user_01523,2024-01-15,38920,1352,6,high
acc01524,user_01524,2024-07-12,22919,1272,5,high
acc01525,user_01525,2023-10-08,2941,1902,87,low
acc01526,user_01526,2023-01-31,24498,329,4,high
acc01527,user_01527,2024-10-06,7364,1524,74,medium
acc01528,user_01528,2022-05-06,40698,1907,4,high
acc01529,user_01529,2024-12-18,22496,1430,5,high
acc01530,user_01530,2023-09-29,30879,56,5,high
acc01531,user_01531,2022-12-06,35258,443,103,low
acc01532,user_01532,2023-07-16,49175,539,9,high
acc01533,user_01533,2023-04-05,47836,299,50,medium
acc01534,user_01534,2023-02-17,1205,781,64,medium
acc01535,user_01535,2023-02-22,34524,99,77,medium
acc01536,user_01536,2024-11-01,18613,421,93,low
acc01537,user_01537,2024-03-30,3478,962,59,medium
acc01538,user_01538,2024-12-24,4364,805,80,medium
acc01539,user_01539,2023-02-23,43260,747,37,medium
